time,size
0.0003705024719238281,100
0.0005006790161132812,110
0.0005936622619628906,120
0.0007264614105224609,130
0.0007679462432861328,140
0.0008349418640136719,150
0.0011820793151855469,160
0.0011234283447265625,170
0.0014348030090332031,180
0.011360645294189453,190
0.0016641616821289062,200
0.0053157806396484375,210
0.006906032562255859,220
0.0019545555114746094,230
0.002367258071899414,240
0.008147716522216797,250
0.002758502960205078,260
0.011696815490722656,270
0.005537271499633789,280
0.004450559616088867,290
0.014686107635498047,300
0.0068051815032958984,310
0.0062639713287353516,320
0.006377696990966797,330
0.007427215576171875,340
0.005162239074707031,350
0.008235931396484375,360
0.0058634281158447266,370
0.01283884048461914,380
0.016730546951293945,390
0.006910085678100586,400
0.011205196380615234,410
0.025760650634765625,420
0.016786575317382812,430
0.012189626693725586,440
0.018455982208251953,450
0.01927042007446289,460
0.022945642471313477,470
0.03283858299255371,480
0.012941837310791016,490
0.01932501792907715,500
0.022018909454345703,510
0.012126684188842773,520
0.02804875373840332,530
0.028209447860717773,540
0.021821975708007812,550
0.02729058265686035,560
0.051347970962524414,570
0.04436779022216797,580
0.04121518135070801,590
0.028958797454833984,600
0.02451467514038086,610
0.029009342193603516,620
0.03253364562988281,630
0.029199838638305664,640
0.03757214546203613,650
0.029205799102783203,660
0.02406787872314453,670
0.03705477714538574,680
0.04785037040710449,690
0.05409693717956543,700
0.03656768798828125,710
0.07681012153625488,720
0.07729482650756836,730
0.09224104881286621,740
0.06769323348999023,750
0.052988290786743164,760
0.0291140079498291,770
0.031003475189208984,780
0.030087709426879883,790
0.03299283981323242,800
0.03253769874572754,810
0.0337681770324707,820
0.0347745418548584,830
0.03412628173828125,840
0.03560376167297363,850
0.05159902572631836,860
0.05331921577453613,870
0.039200782775878906,880
0.03976154327392578,890
0.04229903221130371,900
0.04315781593322754,910
0.04333043098449707,920
0.1537032127380371,930
0.0886375904083252,940
0.08983635902404785,950
0.10130429267883301,960
0.10370016098022461,970
0.09576725959777832,980
0.11441349983215332,990
0.10807681083679199,1000
0.09641647338867188,1010
0.10332345962524414,1020
0.09191274642944336,1030
0.06133460998535156,1040
0.0563809871673584,1050
0.06006479263305664,1060
0.059825897216796875,1070
0.08621406555175781,1080
0.11357378959655762,1090
