BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;719;0;D;;The;D V;;;;;;;
4080;959;0;V;;The;D V;;;;;;;
5040;2879;1;f;;first;f 3` s t;;;;;;;
7920;2639;1;3`;;first;f 3` s t;;;;;;;
10560;2159;1;s;;first;f 3` s t;;;;;;;
12720;3359;2;t;;two;t u:;;;;;;;
16080;1919;2;u:;;two;t u:;;;;;;;
18000;719;3;V;;award;V w O: R d;;;;;;;
18720;3359;3;w;;award;V w O: R d;;;;;;;
22080;1199;3;O:;;award;V w O: R d;;;;;;;
23280;1919;3;R;;award;V w O: R d;;;;;;;
25200;1199;3;d;;award;V w O: R d;;;;;;;
26400;1439;4;R;;recipients;R I s I p i: V n t s;;;;;;;
27840;719;4;I;;recipients;R I s I p i: V n t s;;;;;;;
28560;3119;4;s;;recipients;R I s I p i: V n t s;;;;;;;
31680;1919;4;I;;recipients;R I s I p i: V n t s;;;;;;;
33600;1199;4;p;;recipients;R I s I p i: V n t s;;;;;;;
34800;4319;4;i:;;recipients;R I s I p i: V n t s;;;;;;;
39120;719;4;V;;recipients;R I s I p i: V n t s;;;;;;;
39840;959;4;n;;recipients;R I s I p i: V n t s;;;;;;;
40800;2399;4;s;;recipients;R I s I p i: V n t s;;;;;;;
43200;1199;5;w;;were;w i: R;;;;;;;
44400;959;5;i:;;were;w i: R;;;;;;;
45360;3359;6;f;;former;f O: R m 3`;;;;;;;
48720;1199;6;O:;;former;f O: R m 3`;;;;;;;
49920;1199;6;R;;former;f O: R m 3`;;;;;;;
51120;1199;6;m;;former;f O: R m 3`;;;;;;;
52320;1679;6;3`;;former;f O: R m 3`;;;;;;;
54000;1919;7;m;;member;m E m b 3`;;;;;;;
55920;2159;7;E;;member;m E m b 3`;;;;;;;
58080;959;7;m;;member;m E m b 3`;;;;;;;
59040;1199;7;b;;member;m E m b 3`;;;;;;;
60240;2159;7;3`;;member;m E m b 3`;;;;;;;
62400;719;8;V;;of;V v;;;;;;;
63120;1439;8;v;;of;V v;;;;;;;
64560;719;9;D;;The;D V;;;;;;;
65280;719;9;V;;The;D V;;;;;;;
66000;2639;10;m;;Monkees;m Q N k i: z;;;;;;;
68640;1439;10;Q;;Monkees;m Q N k i: z;;;;;;;
70080;2399;10;N;;Monkees;m Q N k i: z;;;;;;;
72480;959;10;k;;Monkees;m Q N k i: z;;;;;;;
73440;2399;10;i:;;Monkees;m Q N k i: z;;;;;;;
75840;1919;10;z;;Monkees;m Q N k i: z;;;;;;;
77760;1439;11;m;;Michael;m aI k V l;;;;;;;
79200;2639;11;aI;;Michael;m aI k V l;;;;;;;
81840;1919;11;k;;Michael;m aI k V l;;;;;;;
83760;1439;11;V;;Michael;m aI k V l;;;;;;;
85200;959;11;l;;Michael;m aI k V l;;;;;;;
86160;719;12;n;;Nesmith;n E z m I T;;;;;;;
86880;3119;12;E;;Nesmith;n E z m I T;;;;;;;
90000;2639;12;z;;Nesmith;n E z m I T;;;;;;;
92640;959;12;m;;Nesmith;n E z m I T;;;;;;;
93600;2639;12;I;;Nesmith;n E z m I T;;;;;;;
96240;4079;12;T;;Nesmith;n E z m I T;;;;;;;
100320;5519;13;?;;for;f O: R;;;;;;;
105840;719;13;f;;for;f O: R;;;;;;;
106560;3359;13;O:;;for;f O: R;;;;;;;
109920;5039;13;R;;for;f O: R;;;;;;;
114960;2159;14;D;;the;D V;;;;;;;
117120;719;14;V;;the;D V;;;;;;;
117840;1919;15;aU;;hour;aU 3`;;;;;;;
119760;1439;15;3`;;hour;aU 3`;;;;;;;
121200;2639;-1;<p:>;;;;;;;;;;
123840;4319;16;l;;long;l O: N;;;;;;;
128160;3119;16;O:;;long;l O: N;;;;;;;
131280;1919;16;N;;long;l O: N;;;;;;;
133200;959;17;v;;video;v I d i: @U;;;;;;;
134160;1919;17;I;;video;v I d i: @U;;;;;;;
136080;719;17;d;;video;v I d i: @U;;;;;;;
136800;2879;17;i:;;video;v I d i: @U;;;;;;;
139680;1919;17;@U;;video;v I d i: @U;;;;;;;
141600;2879;18;E;;Elephant;E l V f V n t;;;;;;;
144480;1199;18;l;;Elephant;E l V f V n t;;;;;;;
145680;959;18;V;;Elephant;E l V f V n t;;;;;;;
146640;2639;18;f;;Elephant;E l V f V n t;;;;;;;
149280;719;18;V;;Elephant;E l V f V n t;;;;;;;
150000;1679;18;n;;Elephant;E l V f V n t;;;;;;;
151680;719;18;t;;Elephant;E l V f V n t;;;;;;;
152400;2399;19;p;;Parts;p Q R t s;;;;;;;
154800;1439;19;Q;;Parts;p Q R t s;;;;;;;
156240;2399;19;R;;Parts;p Q R t s;;;;;;;
158640;1679;19;t;;Parts;p Q R t s;;;;;;;
160320;2879;19;s;;Parts;p Q R t s;;;;;;;
163200;5279;-1;<p:>;;;;;;;;;;
168480;1919;20;O:;;also;O: l s @U;;;;;;;
170400;959;20;l;;also;O: l s @U;;;;;;;
171360;2879;20;s;;also;O: l s @U;;;;;;;
174240;1919;20;@;;also;O: l s @U;;;;;;;
176160;1679;21;n;;known;n @U n;;;;;;;
177840;3359;21;@U;;known;n @U n;;;;;;;
181200;959;21;n;;known;n @U n;;;;;;;
182160;1919;22;{;;as;{ z;;;;;;;
184080;2039;22;z;;as;{ z;;;;;;;
186120;1319;23;m;;Michael;m aI k V l;;;;;;;
187440;2399;23;aI;;Michael;m aI k V l;;;;;;;
189840;1919;23;k;;Michael;m aI k V l;;;;;;;
191760;1439;23;V;;Michael;m aI k V l;;;;;;;
193200;959;23;l;;Michael;m aI k V l;;;;;;;
194160;959;24;n;;Nesmith;n E z m I T;;;;;;;
195120;3119;24;E;;Nesmith;n E z m I T;;;;;;;
198240;2399;24;z;;Nesmith;n E z m I T;;;;;;;
200640;959;24;m;;Nesmith;n E z m I T;;;;;;;
201600;1439;24;I;;Nesmith;n E z m I T;;;;;;;
203040;1919;24;T;;Nesmith;n E z m I T;;;;;;;
204960;1199;25;I;;in;I n;;;;;;;
206160;1199;25;n;;in;I n;;;;;;;
207360;1199;26;?;;Elephant;E l V f V n t;;;;;;;
208560;1919;26;E;;Elephant;E l V f V n t;;;;;;;
210480;1199;26;l;;Elephant;E l V f V n t;;;;;;;
211680;1199;26;V;;Elephant;E l V f V n t;;;;;;;
212880;2159;26;f;;Elephant;E l V f V n t;;;;;;;
215040;959;26;V;;Elephant;E l V f V n t;;;;;;;
216000;1439;26;n;;Elephant;E l V f V n t;;;;;;;
217440;719;26;t;;Elephant;E l V f V n t;;;;;;;
218160;2159;27;p;;Parts;p Q R t s;;;;;;;
220320;1679;27;Q;;Parts;p Q R t s;;;;;;;
222000;2399;27;R;;Parts;p Q R t s;;;;;;;
224400;1439;27;t;;Parts;p Q R t s;;;;;;;
225840;3599;27;s;;Parts;p Q R t s;;;;;;;
229440;5039;-1;<p:>;;;;;;;;;;
234480;959;28;V;;and;V n d;;;;;;;
235440;719;28;n;;and;V n d;;;;;;;
236160;719;28;d;;and;V n d;;;;;;;
236880;1919;29;@U;;Olivia;@U l I v i: V;;;;;;;
238800;2159;29;l;;Olivia;@U l I v i: V;;;;;;;
240960;1199;29;I;;Olivia;@U l I v i: V;;;;;;;
242160;959;29;v;;Olivia;@U l I v i: V;;;;;;;
243120;7439;29;i:;;Olivia;@U l I v i: V;;;;;;;
250560;959;29;V;;Olivia;@U l I v i: V;;;;;;;
251520;4079;30;n;;Newton;n u: t V n;;;;;;;
255600;3839;30;u:;;Newton;n u: t V n;;;;;;;
259440;1439;30;t;;Newton;n u: t V n;;;;;;;
260880;2879;30;V;;Newton;n u: t V n;;;;;;;
263760;1199;30;n;;Newton;n u: t V n;;;;;;;
264960;2639;-1;<p:>;;;;;;;;;;
267600;4319;31;dZ;;John;dZ Q n;;;;;;;
271920;4799;31;Q;;John;dZ Q n;;;;;;;
276720;1199;31;n;;John;dZ Q n;;;;;;;
277920;2639;32;f;;for;f O: R;;;;;;;
280560;1919;32;6;;for;f O: R;;;;;;;
282480;959;33;@U;;Olivia;@U l I v i: V;;;;;;;
283440;2159;33;l;;Olivia;@U l I v i: V;;;;;;;
285600;959;33;I;;Olivia;@U l I v i: V;;;;;;;
286560;1199;33;v;;Olivia;@U l I v i: V;;;;;;;
287760;2639;33;i:;;Olivia;@U l I v i: V;;;;;;;
290400;719;33;V;;Olivia;@U l I v i: V;;;;;;;
291120;3119;34;f;;Physical;f I z I k V l;;;;;;;
294240;1199;34;I;;Physical;f I z I k V l;;;;;;;
295440;1919;34;z;;Physical;f I z I k V l;;;;;;;
297360;1199;34;I;;Physical;f I z I k V l;;;;;;;
298560;2159;34;k;;Physical;f I z I k V l;;;;;;;
300720;959;34;V;;Physical;f I z I k V l;;;;;;;
301680;3599;34;l;;Physical;f I z I k V l;;;;;;;
305280;21311;-1;<p:>;;;;;;;;;;
