BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;1679;0;V;;According;V k O: R d I N;;;;;;;
5040;2639;0;k;;According;V k O: R d I N;;;;;;;
7680;959;0;O:;;According;V k O: R d I N;;;;;;;
8640;719;0;R;;According;V k O: R d I N;;;;;;;
9360;959;0;4;;According;V k O: R d I N;;;;;;;
10320;959;0;I;;According;V k O: R d I N;;;;;;;
11280;1679;0;N;;According;V k O: R d I N;;;;;;;
12960;1679;1;t;;to;t u:;;;;;;;
14640;719;1;I;;to;t u:;;;;;;;
15360;959;2;D;;the;D V;;;;;;;
16320;719;2;V;;the;D V;;;;;;;
17040;2879;3;m;;man;m { n;;;;;;;
19920;5759;3;{;;man;m { n;;;;;;;
25680;1919;3;n;;man;m { n;;;;;;;
27600;5039;-1;<p:>;;;;;;;;;;
32640;959;4;D;;the;D V;;;;;;;
33600;959;4;V;;the;D V;;;;;;;
34560;2399;5;s;;spirit;s p I R V t;;;;;;;
36960;1439;5;p;;spirit;s p I R V t;;;;;;;
38400;1919;5;I;;spirit;s p I R V t;;;;;;;
40320;1679;5;R;;spirit;s p I R V t;;;;;;;
42000;1199;5;V;;spirit;s p I R V t;;;;;;;
43200;1199;5;t;;spirit;s p I R V t;;;;;;;
44400;2399;6;s;;spoke;s p @U k;;;;;;;
46800;1199;6;p;;spoke;s p @U k;;;;;;;
48000;2879;6;@U;;spoke;s p @U k;;;;;;;
50880;2399;-1;<p:>;;;;;;;;;;
53280;719;7;w;;with;w I D;;;;;;;
54000;1199;7;I;;with;w I D;;;;;;;
55200;1679;7;D;;with;w I D;;;;;;;
56880;1199;8;V;;a;V;;;;;;;
58080;1439;-1;<p:>;;;;;;;;;;
59520;1199;9;T;;thunderous;T V n d 3` V s;;;;;;;
60720;2399;9;V;;thunderous;T V n d 3` V s;;;;;;;
63120;959;9;n;;thunderous;T V n d 3` V s;;;;;;;
64080;719;9;d;;thunderous;T V n d 3` V s;;;;;;;
64800;1919;9;3`;;thunderous;T V n d 3` V s;;;;;;;
66720;2399;9;V;;thunderous;T V n d 3` V s;;;;;;;
69120;1799;9;s;;thunderous;T V n d 3` V s;;;;;;;
70920;1319;10;v;;voice;v OI s;;;;;;;
72240;7199;10;OI;;voice;v OI s;;;;;;;
79440;2159;10;s;;voice;v OI s;;;;;;;
81600;3359;-1;<p:>;;;;;;;;;;
84960;1199;11;V;;and;V n d;;;;;;;
86160;959;11;n;;and;V n d;;;;;;;
87120;1199;11;d;;and;V n d;;;;;;;
88320;1919;-1;<p:>;;;;;;;;;;
90240;959;12;m;;made;m eI d;;;;;;;
91200;2639;12;eI;;made;m eI d;;;;;;;
93840;3839;13;h;;holes;h @U l z;;;;;;;
97680;959;13;@U;;holes;h @U l z;;;;;;;
98640;2879;13;l;;holes;h @U l z;;;;;;;
101520;2159;13;z;;holes;h @U l z;;;;;;;
103680;1439;14;T;;through;T R u:;;;;;;;
105120;2879;14;R;;through;T R u:;;;;;;;
108000;719;14;u;;through;T R u:;;;;;;;
108720;1679;15;I;;Indians;I n d i: V n z;;;;;;;
110400;1199;15;n;;Indians;I n d i: V n z;;;;;;;
111600;719;15;d;;Indians;I n d i: V n z;;;;;;;
112320;2399;15;i:;;Indians;I n d i: V n z;;;;;;;
114720;719;15;V;;Indians;I n d i: V n z;;;;;;;
115440;1679;15;n;;Indians;I n d i: V n z;;;;;;;
117120;959;15;z;;Indians;I n d i: V n z;;;;;;;
118080;1919;16;b;;bodies;b Q d i: z;;;;;;;
120000;3839;16;Q;;bodies;b Q d i: z;;;;;;;
123840;959;16;4;;bodies;b Q d i: z;;;;;;;
124800;4559;16;i:;;bodies;b Q d i: z;;;;;;;
129360;3599;16;z;;bodies;b Q d i: z;;;;;;;
132960;20831;-1;<p:>;;;;;;;;;;
