BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2639;-1;<p:>;;;;;;;;;;
2640;1439;0;d;;During;d U R I N;;;;;;;
4080;959;0;U;;During;d U R I N;;;;;;;
5040;2159;0;R;;During;d U R I N;;;;;;;
7200;719;0;I;;During;d U R I N;;;;;;;
7920;1919;0;N;;During;d U R I N;;;;;;;
9840;719;1;D;;this;D I s;;;;;;;
10560;1679;1;I;;this;D I s;;;;;;;
12240;2399;1;s;;this;D I s;;;;;;;
14640;1919;2;t;;time;t aI m;;;;;;;
16560;5279;2;aI;;time;t aI m;;;;;;;
21840;1919;2;m;;time;t aI m;;;;;;;
23760;2159;-1;<p:>;;;;;;;;;;
25920;1919;3;V;;a;V;;;;;;;
27840;2399;4;s;;small;s m O: l;;;;;;;
30240;959;4;m;;small;s m O: l;;;;;;;
31200;2159;4;O:;;small;s m O: l;;;;;;;
33360;959;4;l;;small;s m O: l;;;;;;;
34320;3359;5;tS;;chapel;tS { p V l;;;;;;;
37680;2159;5;{;;chapel;tS { p V l;;;;;;;
39840;1919;5;p;;chapel;tS { p V l;;;;;;;
41760;719;5;V;;chapel;tS { p V l;;;;;;;
42480;1439;5;l;;chapel;tS { p V l;;;;;;;
43920;2879;6;s;;stood;s t U d;;;;;;;
46800;1199;6;t;;stood;s t U d;;;;;;;
48000;1439;6;U;;stood;s t U d;;;;;;;
49440;719;6;d;;stood;s t U d;;;;;;;
50160;2399;7;Q;;on;Q n;;;;;;;
52560;1199;7;n;;on;Q n;;;;;;;
53760;719;8;D;;the;D V;;;;;;;
54480;1199;8;V;;the;D V;;;;;;;
55680;3599;9;s;;site;s aI t;;;;;;;
59280;5759;9;aI;;site;s aI t;;;;;;;
65040;1919;9;t;;site;s aI t;;;;;;;
66960;2159;-1;<p:>;;;;;;;;;;
69120;2159;10;t;;to;t u:;;;;;;;
71280;1439;10;I;;to;t u:;;;;;;;
72720;2399;11;s;;serve;s 3` v;;;;;;;
75120;1679;11;3`;;serve;s 3` v;;;;;;;
76800;1439;11;v;;serve;s 3` v;;;;;;;
78240;719;12;D;;the;D V;;;;;;;
78960;959;12;V;;the;D V;;;;;;;
79920;3119;13;l;;local;l @U k V l;;;;;;;
83040;2159;13;@U;;local;l @U k V l;;;;;;;
85200;1679;13;k;;local;l @U k V l;;;;;;;
86880;719;13;V;;local;l @U k V l;;;;;;;
87600;959;13;l;;local;l @U k V l;;;;;;;
88560;3599;14;t;;townships;t aU n S I p s;;;;;;;
92160;2399;14;aU;;townships;t aU n S I p s;;;;;;;
94560;959;14;n;;townships;t aU n S I p s;;;;;;;
95520;1679;14;S;;townships;t aU n S I p s;;;;;;;
97200;1439;14;I;;townships;t aU n S I p s;;;;;;;
98640;719;14;p;;townships;t aU n S I p s;;;;;;;
99360;1559;14;s;;townships;t aU n S I p s;;;;;;;
100920;1559;15;V;;of;V v;;;;;;;
102480;959;15;v;;of;V v;;;;;;;
103440;2639;16;@U;;Oldham;@U l d V m;;;;;;;
106080;1199;16;l;;Oldham;@U l d V m;;;;;;;
107280;1199;16;d;;Oldham;@U l d V m;;;;;;;
108480;2639;16;V;;Oldham;@U l d V m;;;;;;;
111120;2399;16;m;;Oldham;@U l d V m;;;;;;;
113520;3359;-1;<p:>;;;;;;;;;;
116880;2159;17;tS;;Chadderton;tS V d 3` t V n;;;;;;;
119040;2879;17;V;;Chadderton;tS V d 3` t V n;;;;;;;
121920;719;17;d;;Chadderton;tS V d 3` t V n;;;;;;;
122640;1919;17;3`;;Chadderton;tS V d 3` t V n;;;;;;;
124560;3119;17;t;;Chadderton;tS V d 3` t V n;;;;;;;
127680;1679;17;V;;Chadderton;tS V d 3` t V n;;;;;;;
129360;3119;17;n;;Chadderton;tS V d 3` t V n;;;;;;;
132480;3119;-1;<p:>;;;;;;;;;;
135600;719;18;R;;Royton;R OI t V n;;;;;;;
136320;3359;18;OI;;Royton;R OI t V n;;;;;;;
139680;2159;18;t;;Royton;R OI t V n;;;;;;;
141840;719;18;V;;Royton;R OI t V n;;;;;;;
142560;2399;18;n;;Royton;R OI t V n;;;;;;;
144960;2399;-1;<p:>;;;;;;;;;;
147360;1199;19;V;;and;V n d;;;;;;;
148560;719;19;n;;and;V n d;;;;;;;
149280;1559;19;d;;and;V n d;;;;;;;
150840;2519;20;k;;Crompton;k R Q m p t V n;;;;;;;
153360;719;20;R;;Crompton;k R Q m p t V n;;;;;;;
154080;1919;20;Q;;Crompton;k R Q m p t V n;;;;;;;
156000;959;20;m;;Crompton;k R Q m p t V n;;;;;;;
156960;2399;20;t;;Crompton;k R Q m p t V n;;;;;;;
159360;1919;20;V;;Crompton;k R Q m p t V n;;;;;;;
161280;2639;20;n;;Crompton;k R Q m p t V n;;;;;;;
163920;20975;-1;<p:>;;;;;;;;;;
