BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
34080;3359;3;eI;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
37440;1439;3;t;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
38880;959;3;h;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
39840;1439;3;U;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
41280;2159;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
43440;1679;3;d;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
45120;1679;3;R;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
46800;959;3;V;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
47760;2159;3;d;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
49920;2639;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
52560;3119;3;V;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
55680;1439;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
57120;1439;3;E;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
58560;959;3;4;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
59520;1679;3;i:;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
61200;719;3;Q;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
61920;1439;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
63360;3599;-1;<p:>;;;;;;;;;;
66960;719;4;m;;Mathews;m { T j u: z;;;;;;;
67680;959;4;{;;Mathews;m { T j u: z;;;;;;;
68640;4079;4;T;;Mathews;m { T j u: z;;;;;;;
72720;1679;4;j;;Mathews;m { T j u: z;;;;;;;
74400;2879;4;u;;Mathews;m { T j u: z;;;;;;;
77280;3359;4;z;;Mathews;m { T j u: z;;;;;;;
80640;7919;-1;<p:>;;;;;;;;;;
88560;4319;5;?;;was;w Q z;;;;;;;
92880;719;5;w;;was;w Q z;;;;;;;
93600;1199;5;Q;;was;w Q z;;;;;;;
94800;2639;5;z;;was;w Q z;;;;;;;
97440;2639;6;?;;appointed;V p OI n t V d;;;;;;;
100080;2639;6;V;;appointed;V p OI n t V d;;;;;;;
102720;1919;6;p;;appointed;V p OI n t V d;;;;;;;
104640;1199;6;OI;;appointed;V p OI n t V d;;;;;;;
105840;1199;6;n;;appointed;V p OI n t V d;;;;;;;
107040;719;6;t;;appointed;V p OI n t V d;;;;;;;
107760;959;6;V;;appointed;V p OI n t V d;;;;;;;
108720;1679;6;d;;appointed;V p OI n t V d;;;;;;;
110400;1199;7;h;;Her;h 3`;;;;;;;
111600;1199;7;3`;;Her;h 3`;;;;;;;
112800;719;8;m;;Majesty;m { dZ V s t i:;;;;;;;
113520;1439;8;{;;Majesty;m { dZ V s t i:;;;;;;;
114960;1199;8;dZ;;Majesty;m { dZ V s t i:;;;;;;;
116160;2399;8;U;;Majesty;m { dZ V s t i:;;;;;;;
118560;959;8;s;;Majesty;m { dZ V s t i:;;;;;;;
119520;1199;8;t;;Majesty;m { dZ V s t i:;;;;;;;
120720;4439;8;i:;;Majesty;m { dZ V s t i:;;;;;;;
125160;1079;9;s;;s;s;;;;;;;
126240;2399;-1;<p:>;;;;;;;;;;
128640;2399;10;k;;Commissioner;k V m I S V n 3`;;;;;;;
131040;959;10;V;;Commissioner;k V m I S V n 3`;;;;;;;
132000;2159;10;m;;Commissioner;k V m I S V n 3`;;;;;;;
134160;2879;10;I;;Commissioner;k V m I S V n 3`;;;;;;;
137040;1439;10;S;;Commissioner;k V m I S V n 3`;;;;;;;
138480;1199;10;V;;Commissioner;k V m I S V n 3`;;;;;;;
139680;2159;10;n;;Commissioner;k V m I S V n 3`;;;;;;;
141840;1199;10;3`;;Commissioner;k V m I S V n 3`;;;;;;;
143040;2159;11;V;;and;V n d;;;;;;;
145200;1679;11;n;;and;V n d;;;;;;;
146880;3119;11;s;;and;V n d;;;;;;;
150000;1439;11;t;;and;V n d;;;;;;;
151440;3599;-1;<p:>;;;;;;;;;;
155040;719;12;k;;Consul;k Q n s V l;;;;;;;
155760;719;12;Q;;Consul;k Q n s V l;;;;;;;
156480;719;12;n;;Consul;k Q n s V l;;;;;;;
157200;719;12;s;;Consul;k Q n s V l;;;;;;;
157920;719;12;V;;Consul;k Q n s V l;;;;;;;
158640;719;12;l;;Consul;k Q n s V l;;;;;;;
159360;959;13;dZ;;General;dZ E n 3` V l;;;;;;;
160320;1199;13;E;;General;dZ E n 3` V l;;;;;;;
161520;959;13;n;;General;dZ E n 3` V l;;;;;;;
162480;959;13;3`;;General;dZ E n 3` V l;;;;;;;
163440;959;13;V;;General;dZ E n 3` V l;;;;;;;
164400;719;13;l;;General;dZ E n 3` V l;;;;;;;
165120;959;14;4;;to;t u:;;;;;;;
166080;959;14;I;;to;t u:;;;;;;;
167040;959;15;D;;the;D V;;;;;;;
168000;719;15;V;;the;D V;;;;;;;
168720;719;16;b;;British;b R I t I S;;;;;;;
169440;719;16;R;;British;b R I t I S;;;;;;;
170160;2639;16;i:;;British;b R I t I S;;;;;;;
172800;959;16;t;;British;b R I t I S;;;;;;;
173760;1199;16;I;;British;b R I t I S;;;;;;;
174960;719;16;S;;British;b R I t I S;;;;;;;
175680;1919;17;s;;Sphere;s f I R;;;;;;;
177600;719;17;f;;Sphere;s f I R;;;;;;;
178320;3119;17;I;;Sphere;s f I R;;;;;;;
181440;1679;17;6;;Sphere;s f I R;;;;;;;
183120;8879;-1;<p:>;;;;;;;;;;
192000;959;18;V;;of;V v;;;;;;;
192960;1199;18;v;;of;V v;;;;;;;
194160;1919;19;I;;Influence;I n f l u: V n s;;;;;;;
196080;1439;19;n;;Influence;I n f l u: V n s;;;;;;;
197520;1439;19;f;;Influence;I n f l u: V n s;;;;;;;
198960;719;19;l;;Influence;I n f l u: V n s;;;;;;;
199680;959;19;u:;;Influence;I n f l u: V n s;;;;;;;
200640;719;19;V;;Influence;I n f l u: V n s;;;;;;;
201360;1919;19;n;;Influence;I n f l u: V n s;;;;;;;
203280;1919;19;s;;Influence;I n f l u: V n s;;;;;;;
205200;1199;-1;<p:>;;;;;;;;;;
206400;3119;20;i:;;in;I n;;;;;;;
209520;1199;20;n;;in;I n;;;;;;;
210720;2159;-1;<p:>;;;;;;;;;;
212880;1919;21;i:;;East;i: s t;;;;;;;
214800;3119;21;s;;East;i: s t;;;;;;;
217920;5999;22;?;;Africa;{ f R V k V;;;;;;;
223920;3119;22;{;;Africa;{ f R V k V;;;;;;;
227040;719;22;f;;Africa;{ f R V k V;;;;;;;
227760;959;22;R;;Africa;{ f R V k V;;;;;;;
228720;1199;22;V;;Africa;{ f R V k V;;;;;;;
229920;719;22;k;;Africa;{ f R V k V;;;;;;;
230640;719;22;V;;Africa;{ f R V k V;;;;;;;
231360;20927;-1;<p:>;;;;;;;;;;
