BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;719;0;Q;;On;Q n;;;;;;;
4080;719;0;n;;On;Q n;;;;;;;
4800;719;1;w;;one;w V n;;;;;;;
5520;719;1;@;;one;w V n;;;;;;;
6240;719;1;n;;one;w V n;;;;;;;
6960;959;2;f;;February;f E b j V w E R i:;;;;;;;
7920;1919;2;E;;February;f E b j V w E R i:;;;;;;;
9840;959;2;b;;February;f E b j V w E R i:;;;;;;;
10800;719;2;j;;February;f E b j V w E R i:;;;;;;;
11520;719;2;V;;February;f E b j V w E R i:;;;;;;;
12240;719;2;w;;February;f E b j V w E R i:;;;;;;;
12960;719;2;E;;February;f E b j V w E R i:;;;;;;;
13680;1199;2;R;;February;f E b j V w E R i:;;;;;;;
14880;959;2;I;;February;f E b j V w E R i:;;;;;;;
15840;959;3;w;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
16800;719;3;V;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
17520;2159;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
19680;2399;3;T;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
22080;3359;3;aU;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
25440;3599;3;z;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
29040;2159;3;V;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
31200;2159;3;n;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
33360;719;3;d;;one-thousand-eighthundredninetyone;w V n T aU z V n d eI t h U n d R V d n V n E t i: Q n;;;;;;;
