BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3599;-1;<p:>;;;;;;;;;;
3600;1439;0;h;;Harmonix;h Q R m V n I k s;;;;;;;
5040;959;0;Q;;Harmonix;h Q R m V n I k s;;;;;;;
6000;1199;0;R;;Harmonix;h Q R m V n I k s;;;;;;;
7200;1679;0;m;;Harmonix;h Q R m V n I k s;;;;;;;
8880;719;0;V;;Harmonix;h Q R m V n I k s;;;;;;;
9600;1439;0;n;;Harmonix;h Q R m V n I k s;;;;;;;
11040;2639;0;I;;Harmonix;h Q R m V n I k s;;;;;;;
13680;1439;0;k;;Harmonix;h Q R m V n I k s;;;;;;;
15120;1919;0;s;;Harmonix;h Q R m V n I k s;;;;;;;
17040;1919;1;k;;considered;k V n s I d 3` d;;;;;;;
18960;719;1;V;;considered;k V n s I d 3` d;;;;;;;
19680;1439;1;n;;considered;k V n s I d 3` d;;;;;;;
21120;2159;1;s;;considered;k V n s I d 3` d;;;;;;;
23280;1199;1;I;;considered;k V n s I d 3` d;;;;;;;
24480;719;1;d;;considered;k V n s I d 3` d;;;;;;;
25200;1679;1;3`;;considered;k V n s I d 3` d;;;;;;;
26880;959;1;d;;considered;k V n s I d 3` d;;;;;;;
27840;719;2;D;;the;D V;;;;;;;
28560;1199;2;V;;the;D V;;;;;;;
29760;3119;3;R;;Rock;R Q k;;;;;;;
32880;2159;3;Q;;Rock;R Q k;;;;;;;
35040;1919;-1;<p:>;;;;;;;;;;
36960;1199;4;b;;Band;b { n d;;;;;;;
38160;3119;4;{;;Band;b { n d;;;;;;;
41280;2399;4;n;;Band;b { n d;;;;;;;
43680;2639;5;s;;series;s I R i: z;;;;;;;
46320;1919;5;I;;series;s I R i: z;;;;;;;
48240;1679;5;R;;series;s I R i: z;;;;;;;
49920;2159;5;i:;;series;s I R i: z;;;;;;;
52080;1679;5;z;;series;s I R i: z;;;;;;;
53760;2159;6;E;;as;{ z;;;;;;;
55920;1199;6;z;;as;{ z;;;;;;;
57120;959;7;V;;a;V;;;;;;;
58080;2879;8;m;;music;m j u: z I k;;;;;;;
60960;1679;8;j;;music;m j u: z I k;;;;;;;
62640;1199;8;u;;music;m j u: z I k;;;;;;;
63840;1679;8;z;;music;m j u: z I k;;;;;;;
65520;1679;8;I;;music;m j u: z I k;;;;;;;
67200;719;8;k;;music;m j u: z I k;;;;;;;
67920;2639;9;p;;platform;p l { t f O: R m;;;;;;;
70560;719;9;l;;platform;p l { t f O: R m;;;;;;;
71280;2399;9;{;;platform;p l { t f O: R m;;;;;;;
73680;719;9;t;;platform;p l { t f O: R m;;;;;;;
74400;3119;9;f;;platform;p l { t f O: R m;;;;;;;
77520;2159;9;O:;;platform;p l { t f O: R m;;;;;;;
79680;3839;9;R;;platform;p l { t f O: R m;;;;;;;
83520;719;9;m;;platform;p l { t f O: R m;;;;;;;
84240;5519;-1;<p:>;;;;;;;;;;
89760;1439;10;V;;and;V n d;;;;;;;
91200;959;10;n;;and;V n d;;;;;;;
92160;1679;11;s;;supported;s V p O: R t V d;;;;;;;
93840;2159;11;V;;supported;s V p O: R t V d;;;;;;;
96000;2159;11;p;;supported;s V p O: R t V d;;;;;;;
98160;959;11;O:;;supported;s V p O: R t V d;;;;;;;
99120;959;11;R;;supported;s V p O: R t V d;;;;;;;
100080;719;11;t;;supported;s V p O: R t V d;;;;;;;
100800;1199;11;V;;supported;s V p O: R t V d;;;;;;;
102000;1199;11;d;;supported;s V p O: R t V d;;;;;;;
103200;1919;12;I;;it;I t;;;;;;;
105120;1919;13;w;;with;w I D;;;;;;;
107040;719;13;I;;with;w I D;;;;;;;
107760;719;13;D;;with;w I D;;;;;;;
