BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2879;-1;<p:>;;;;;;;;;;
2880;1199;0;D;;The;D V;;;;;;;
4080;3599;0;V;;The;D V;;;;;;;
7680;719;1;b;;band;b { n d;;;;;;;
8400;719;1;{;;band;b { n d;;;;;;;
9120;719;1;n;;band;b { n d;;;;;;;
9840;719;2;f;;first;f 3` s t;;;;;;;
10560;1679;2;3`;;first;f 3` s t;;;;;;;
12240;2399;2;s;;first;f 3` s t;;;;;;;
14640;1679;2;t;;first;f 3` s t;;;;;;;
16320;719;3;b;;became;b I k eI m;;;;;;;
17040;719;3;I;;became;b I k eI m;;;;;;;
17760;719;3;k;;became;b I k eI m;;;;;;;
18480;959;3;eI;;became;b I k eI m;;;;;;;
19440;719;3;m;;became;b I k eI m;;;;;;;
20160;719;4;I;;involved;I n v Q l v d;;;;;;;
20880;719;4;n;;involved;I n v Q l v d;;;;;;;
21600;719;4;v;;involved;I n v Q l v d;;;;;;;
22320;719;4;Q;;involved;I n v Q l v d;;;;;;;
23040;719;4;l;;involved;I n v Q l v d;;;;;;;
23760;719;4;v;;involved;I n v Q l v d;;;;;;;
24480;1199;-1;<p:>;;;;;;;;;;
25680;719;5;w;;with;w I D;;;;;;;
26400;719;5;@;;with;w I D;;;;;;;
27120;1199;5;T;;with;w I D;;;;;;;
28320;2159;6;s;;Sarajevo;s Q R V j eI v @U;;;;;;;
30480;1199;6;Q;;Sarajevo;s Q R V j eI v @U;;;;;;;
31680;719;6;R;;Sarajevo;s Q R V j eI v @U;;;;;;;
32400;719;6;V;;Sarajevo;s Q R V j eI v @U;;;;;;;
33120;719;6;j;;Sarajevo;s Q R V j eI v @U;;;;;;;
33840;959;6;eI;;Sarajevo;s Q R V j eI v @U;;;;;;;
34800;1199;6;v;;Sarajevo;s Q R V j eI v @U;;;;;;;
36000;959;6;@U;;Sarajevo;s Q R V j eI v @U;;;;;;;
36960;959;7;n=;;in;I n;;;;;;;
37920;719;8;w;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
38640;959;8;V;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
39600;959;8;n;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
40560;959;8;T;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
41520;959;8;aU;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
42480;719;8;z;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
43200;719;8;@;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
43920;719;8;n;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
44640;719;8;n;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
45360;959;8;@;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
46320;719;8;n;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
47040;719;8;h;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
47760;1199;8;V;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
48960;719;8;n;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
49680;719;8;d;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
50400;719;8;R;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
51120;1439;8;V;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
52560;719;8;d;;one-thousand-ninehundredninetythree;w V n T aU z V n d n I n h V n d R V d n V n V t I T R i:;;;;;;;
