BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;1679;0;V;;A;V;;;;;;;
5040;3119;1;t;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
8160;1919;1;u;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
10080;1199;1;T;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
11280;3839;1;aU;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
15120;1199;1;z;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
16320;959;1;V;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
17280;1679;1;n;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
18960;719;1;d;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
19680;2159;1;t;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
21840;2159;1;E;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
24000;1919;1;n;;two-thousand-ten;t u: T aU z V n d t E n;;;;;;;
25920;2159;2;s;;study;s t V d i:;;;;;;;
28080;959;2;t;;study;s t V d i:;;;;;;;
29040;1919;2;V;;study;s t V d i:;;;;;;;
30960;959;2;4;;study;s t V d i:;;;;;;;
31920;2639;2;i:;;study;s t V d i:;;;;;;;
34560;2159;3;aI;;identified;aI d E n t V f aI d;;;;;;;
36720;1679;3;d;;identified;aI d E n t V f aI d;;;;;;;
38400;1919;3;E;;identified;aI d E n t V f aI d;;;;;;;
40320;719;3;n;;identified;aI d E n t V f aI d;;;;;;;
41040;719;3;t;;identified;aI d E n t V f aI d;;;;;;;
41760;1199;3;V;;identified;aI d E n t V f aI d;;;;;;;
42960;2399;3;f;;identified;aI d E n t V f aI d;;;;;;;
45360;2639;3;aI;;identified;aI d E n t V f aI d;;;;;;;
48000;1199;3;4;;identified;aI d E n t V f aI d;;;;;;;
49200;719;4;V;;a;V;;;;;;;
49920;3119;5;dZ;;Japanese;dZ { p V n i: z;;;;;;;
53040;2879;5;{;;Japanese;dZ { p V n i: z;;;;;;;
55920;1679;5;p;;Japanese;dZ { p V n i: z;;;;;;;
57600;719;5;V;;Japanese;dZ { p V n i: z;;;;;;;
58320;1199;5;n;;Japanese;dZ { p V n i: z;;;;;;;
59520;3359;5;i:;;Japanese;dZ { p V n i: z;;;;;;;
62880;1199;5;z;;Japanese;dZ { p V n i: z;;;;;;;
64080;1679;6;s;;species;s p i: S i: z;;;;;;;
65760;959;6;p;;species;s p i: S i: z;;;;;;;
66720;3119;6;i:;;species;s p i: S i: z;;;;;;;
69840;2159;6;S;;species;s p i: S i: z;;;;;;;
72000;5519;6;i:;;species;s p i: S i: z;;;;;;;
77520;3119;6;z;;species;s p i: S i: z;;;;;;;
80640;5519;-1;<p:>;;;;;;;;;;
86160;1919;7;p;;previously;p R i: v i: V s l i:;;;;;;;
88080;719;7;R;;previously;p R i: v i: V s l i:;;;;;;;
88800;1919;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
90720;719;7;v;;previously;p R i: v i: V s l i:;;;;;;;
91440;2399;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
93840;959;7;V;;previously;p R i: v i: V s l i:;;;;;;;
94800;2879;7;s;;previously;p R i: v i: V s l i:;;;;;;;
97680;719;7;l;;previously;p R i: v i: V s l i:;;;;;;;
98400;2159;7;i:;;previously;p R i: v i: V s l i:;;;;;;;
100560;2639;8;aI;;identified;aI d E n t V f aI d;;;;;;;
103200;1199;8;d;;identified;aI d E n t V f aI d;;;;;;;
104400;1919;8;E;;identified;aI d E n t V f aI d;;;;;;;
106320;719;8;n;;identified;aI d E n t V f aI d;;;;;;;
107040;719;8;t;;identified;aI d E n t V f aI d;;;;;;;
107760;959;8;V;;identified;aI d E n t V f aI d;;;;;;;
