BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
108720;2879;8;f;;identified;aI d E n t V f aI d;;;;;;;
111600;3599;8;aI;;identified;aI d E n t V f aI d;;;;;;;
115200;959;8;d;;identified;aI d E n t V f aI d;;;;;;;
116160;1679;9;{;;as;{ z;;;;;;;
117840;959;9;z;;as;{ z;;;;;;;
118800;4559;10;?;;A;V;;;;;;;
123360;719;10;V;;A;V;;;;;;;
124080;3119;11;h;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
127200;1679;11;aI;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
128880;1919;11;g;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
130800;719;11;R;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
131520;719;11;Q;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
132240;1919;11;m;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
134160;1919;11;E;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
136080;2399;11;t;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
138480;1679;11;R;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
140160;719;11;I;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
140880;1679;11;k;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
142560;3119;11;V;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
145680;4559;11;s;;hygrometricus;h aI g R Q m E t R I k V s;;;;;;;
150240;5279;-1;<p:>;;;;;;;;;;
155520;1439;12;{;;as;{ z;;;;;;;
156960;1919;12;z;;as;{ z;;;;;;;
158880;1679;13;dZ;;genetically;dZ V n E t I k l i:;;;;;;;
160560;959;13;V;;genetically;dZ V n E t I k l i:;;;;;;;
161520;1199;13;n;;genetically;dZ V n E t I k l i:;;;;;;;
162720;2399;13;E;;genetically;dZ V n E t I k l i:;;;;;;;
165120;959;13;4;;genetically;dZ V n E t I k l i:;;;;;;;
166080;959;13;I;;genetically;dZ V n E t I k l i:;;;;;;;
167040;2159;13;k;;genetically;dZ V n E t I k l i:;;;;;;;
169200;1679;13;l;;genetically;dZ V n E t I k l i:;;;;;;;
170880;1679;13;i:;;genetically;dZ V n E t I k l i:;;;;;;;
172560;1199;14;d;;distinct;d I s t I N k t;;;;;;;
173760;1439;14;I;;distinct;d I s t I N k t;;;;;;;
175200;2399;14;s;;distinct;d I s t I N k t;;;;;;;
177600;1439;14;t;;distinct;d I s t I N k t;;;;;;;
179040;1439;14;I;;distinct;d I s t I N k t;;;;;;;
180480;4319;14;N;;distinct;d I s t I N k t;;;;;;;
184800;719;14;k;;distinct;d I s t I N k t;;;;;;;
185520;719;14;t;;distinct;d I s t I N k t;;;;;;;
186240;5519;-1;<p:>;;;;;;;;;;
191760;1679;15;I;;it;I t;;;;;;;
193440;1199;16;h;;has;h { z;;;;;;;
194640;1679;16;{;;has;h { z;;;;;;;
196320;2399;16;z;;has;h { z;;;;;;;
198720;719;17;j;;yet;j E t;;;;;;;
199440;2399;17;E;;yet;j E t;;;;;;;
201840;1199;17;t;;yet;j E t;;;;;;;
203040;1919;18;t;;to;t u:;;;;;;;
204960;959;18;u:;;to;t u:;;;;;;;
205920;719;19;b;;be;b i:;;;;;;;
206640;2639;19;i:;;be;b i:;;;;;;;
209280;959;20;V;;officially;V f I S V l i:;;;;;;;
210240;2879;20;f;;officially;V f I S V l i:;;;;;;;
213120;1439;20;I;;officially;V f I S V l i:;;;;;;;
214560;2879;20;S;;officially;V f I S V l i:;;;;;;;
217440;959;20;V;;officially;V f I S V l i:;;;;;;;
218400;1199;20;l;;officially;V f I S V l i:;;;;;;;
219600;1919;20;i:;;officially;V f I S V l i:;;;;;;;
221520;1919;21;n;;named;n eI m d;;;;;;;
223440;3839;21;eI;;named;n eI m d;;;;;;;
227280;1439;21;m;;named;n eI m d;;;;;;;
228720;2639;21;d;;named;n eI m d;;;;;;;
231360;20927;-1;<p:>;;;;;;;;;;
