BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3599;-1;<p:>;;;;;;;;;;
3600;1199;0;V;;A;V;;;;;;;
4800;2879;1;s;;second;s E k V n d;;;;;;;
7680;1919;1;E;;second;s E k V n d;;;;;;;
9600;2159;1;k;;second;s E k V n d;;;;;;;
11760;719;1;V;;second;s E k V n d;;;;;;;
12480;2159;1;n;;second;s E k V n d;;;;;;;
14640;2399;2;k;;casemated;k eI s m eI t I d;;;;;;;
17040;2159;2;eI;;casemated;k eI s m eI t I d;;;;;;;
19200;2399;2;s;;casemated;k eI s m eI t I d;;;;;;;
21600;959;2;m;;casemated;k eI s m eI t I d;;;;;;;
22560;2159;2;eI;;casemated;k eI s m eI t I d;;;;;;;
24720;1439;2;t;;casemated;k eI s m eI t I d;;;;;;;
26160;1199;2;I;;casemated;k eI s m eI t I d;;;;;;;
27360;719;3;I;;emplacement;I m p l eI s m V n t;;;;;;;
28080;1199;3;m;;emplacement;I m p l eI s m V n t;;;;;;;
29280;2639;3;p;;emplacement;I m p l eI s m V n t;;;;;;;
31920;719;3;l;;emplacement;I m p l eI s m V n t;;;;;;;
32640;3359;3;eI;;emplacement;I m p l eI s m V n t;;;;;;;
36000;1439;3;s;;emplacement;I m p l eI s m V n t;;;;;;;
37440;1439;3;m;;emplacement;I m p l eI s m V n t;;;;;;;
38880;1199;3;V;;emplacement;I m p l eI s m V n t;;;;;;;
40080;959;3;n;;emplacement;I m p l eI s m V n t;;;;;;;
41040;719;3;t;;emplacement;I m p l eI s m V n t;;;;;;;
41760;1679;4;E;;at;{ t;;;;;;;
43440;719;4;?;;at;{ t;;;;;;;
44160;2639;5;l;;La;l Q;;;;;;;
46800;2399;5;Q;;La;l Q;;;;;;;
49200;2639;6;R;;Rivière;R I v i: E R;;;;;;;
51840;959;6;I;;Rivière;R I v i: E R;;;;;;;
52800;1199;6;v;;Rivière;R I v i: E R;;;;;;;
54000;4319;6;i:;;Rivière;R I v i: E R;;;;;;;
58320;2399;6;E;;Rivière;R I v i: E R;;;;;;;
60720;3119;6;R;;Rivière;R I v i: E R;;;;;;;
63840;4559;-1;<p:>;;;;;;;;;;
68400;1439;7;k;;containing;k V n t eI n I N;;;;;;;
69840;719;7;V;;containing;k V n t eI n I N;;;;;;;
70560;1199;7;n;;containing;k V n t eI n I N;;;;;;;
71760;2159;7;t;;containing;k V n t eI n I N;;;;;;;
73920;7199;7;eI;;containing;k V n t eI n I N;;;;;;;
81120;2399;7;n;;containing;k V n t eI n I N;;;;;;;
83520;10079;7;i:;;containing;k V n t eI n I N;;;;;;;
93600;2399;7;n;;containing;k V n t eI n I N;;;;;;;
96000;4079;8;@;;an;{ n;;;;;;;
100080;1199;8;n;;an;{ n;;;;;;;
101280;2159;9;eI;;eightyeight;eI t j i: g t;;;;;;;
103440;719;9;t;;eightyeight;eI t j i: g t;;;;;;;
104160;1199;9;j;;eightyeight;eI t j i: g t;;;;;;;
105360;1919;9;i:;;eightyeight;eI t j i: g t;;;;;;;
107280;1919;9;g;;eightyeight;eI t j i: g t;;;;;;;
109200;1679;9;t;;eightyeight;eI t j i: g t;;;;;;;
110880;719;10;m;;mm;m;;;;;;;
111600;719;11;g;;gun;g V n;;;;;;;
112320;3359;11;V;;gun;g V n;;;;;;;
115680;2639;11;n;;gun;g V n;;;;;;;
118320;3359;-1;<p:>;;;;;;;;;;
121680;959;12;w;;was;w Q z;;;;;;;
122640;719;12;Q;;was;w Q z;;;;;;;
123360;2399;12;z;;was;w Q z;;;;;;;
125760;1199;13;n;;neutralised;n u: t R V l i: s t;;;;;;;
126960;2399;13;u:;;neutralised;n u: t R V l i: s t;;;;;;;
129360;2639;13;t;;neutralised;n u: t R V l i: s t;;;;;;;
132000;959;13;R;;neutralised;n u: t R V l i: s t;;;;;;;
132960;959;13;V;;neutralised;n u: t R V l i: s t;;;;;;;
133920;2879;13;l;;neutralised;n u: t R V l i: s t;;;;;;;
136800;2879;13;i:;;neutralised;n u: t R V l i: s t;;;;;;;
139680;1439;13;s;;neutralised;n u: t R V l i: s t;;;;;;;
141120;1439;13;t;;neutralised;n u: t R V l i: s t;;;;;;;
142560;959;14;b;;by;b aI;;;;;;;
143520;3359;14;aI;;by;b aI;;;;;;;
146880;719;15;V;;a;V;;;;;;;
147600;4319;16;t;;tank;t { N k;;;;;;;
151920;1919;16;{;;tank;t { N k;;;;;;;
153840;2159;16;N;;tank;t { N k;;;;;;;
156000;1199;16;k;;tank;t { N k;;;;;;;
157200;1199;17;{;;at;{ t;;;;;;;
158400;959;17;t;;at;{ t;;;;;;;
159360;2639;18;s;;seven;s E v V n;;;;;;;
162000;1679;18;E;;seven;s E v V n;;;;;;;
163680;1199;18;v;;seven;s E v V n;;;;;;;
164880;719;18;V;;seven;s E v V n;;;;;;;
165600;2399;18;n;;seven;s E v V n;;;;;;;
168000;719;19;T;;thirty;T 3` d i:;;;;;;;
168720;3359;19;3`;;thirty;T 3` d i:;;;;;;;
172080;719;19;d;;thirty;T 3` d i:;;;;;;;
172800;3359;19;i:;;thirty;T 3` d i:;;;;;;;
176160;21407;-1;<p:>;;;;;;;;;;
