BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
198480;1439;-1;<p:>;;;;;;;;;;
199920;4799;24;aI;;I;aI;;;;;;;
204720;719;25;V;;and;V n d;;;;;;;
205440;719;25;n;;and;V n d;;;;;;;
206160;959;25;d;;and;V n d;;;;;;;
207120;2879;26;k;;King;k I N;;;;;;;
210000;959;26;i:;;King;k I N;;;;;;;
210960;2399;26;N;;King;k I N;;;;;;;
213360;959;27;v;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
214320;959;27;I;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
215280;3359;27;S;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
218640;719;27;n;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
219360;959;27;u:;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
220320;1439;27;v;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
221760;1919;27;Q;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
223680;959;27;R;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
224640;959;27;d;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
225600;959;27;h;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
226560;1199;27;{;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
227760;719;27;n;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
228480;3119;27;V;;Vishnuvardhana;v I S n u: v Q R d h { n V;;;;;;;
231600;20111;-1;<p:>;;;;;;;;;;
