BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
145200;2879;16;Q;;modern;m Q d 3` n;;;;;;;
148080;719;16;d;;modern;m Q d 3` n;;;;;;;
148800;2159;16;3`;;modern;m Q d 3` n;;;;;;;
150960;1919;16;n;;modern;m Q d 3` n;;;;;;;
152880;2639;17;k;;county;k aU n t i:;;;;;;;
155520;2159;17;aU;;county;k aU n t i:;;;;;;;
157680;719;17;n;;county;k aU n t i:;;;;;;;
158400;719;17;t;;county;k aU n t i:;;;;;;;
159120;1919;17;i:;;county;k aU n t i:;;;;;;;
161040;2879;18;s;;system;s I s t V m;;;;;;;
163920;1679;18;I;;system;s I s t V m;;;;;;;
165600;2159;18;s;;system;s I s t V m;;;;;;;
167760;1679;18;t;;system;s I s t V m;;;;;;;
169440;2639;18;V;;system;s I s t V m;;;;;;;
172080;2159;18;m;;system;s I s t V m;;;;;;;
174240;21599;-1;<p:>;;;;;;;;;;
