method,data_size,seed,val_bleu,val_chrf,test_bleu,test_chrf,training_time_seconds,training_time_minutes,gpu_memory_gb,trainable_params,effective_batch_size,learning_rate
lora,2000,123,0.530256760983065,73.1529599890893,0.5273591332602089,73.76824393648971,620.658566236496,10.344309437274934,0.0009021439999998826,4718592,16,0.0005
lora,4000,123,0.5409661123465442,73.87631549369371,0.541298092760917,74.56685234558404,1226.914125919342,20.448568765322367,1.2909742079999997,4718592,16,0.0005
lora,6000,123,0.5745774632147951,75.84625920031426,0.5677454642068833,76.37019261988516,1862.3139321804047,31.038565536340077,0.0,4718592,16,0.0005
lora,8000,123,0.5924050541072579,76.91888875924712,0.5862873217423319,77.34267232143141,2474.348639726639,41.23914399544398,4.095999999620403e-06,4718592,16,0.0005
lora,10000,123,0.6030405728128073,77.51175492252713,0.5981460210183339,77.96366576567296,3109.8804552555084,51.83134092092514,-4.096000000508582e-06,4718592,16,0.0005
lora,13935,123,0.6147127829058286,78.22730920774173,0.612679818586322,79.06922790719206,4322.326491594315,72.03877485990525,0.0,4718592,16,0.0005
