Word,Duration,Surprisal
when,0.0099875,9.78590650279357
the,0.028975,7.0593522764337076
war,0.046975,9.168222568269945
began,0.040979166666666664,12.881984890397224
turning,0.034979166666666665,15.046207448373261
in,0.010991666666666667,14.439549553524246
favour,0.037979166666666675,12.243756098734531
of,0.006991666666666667,11.563846261733593
the,0.028975,2.838074562192145
allies,0.05398333333333333,13.268359239555394
",",0,14.438531977761585
the,0.028975,4.397725533106866
commission,0.043970833333333334,13.0053248337216
was,0.0199875,13.025507284960026
able,0.023983333333333336,9.833268961855632
to,0.011991666666666666,7.54682980804733
begin,0.030979166666666665,10.812272501043429
restoring,0.049966666666666666,16.02539914095931
its,0.0179875,16.02271457304476
first,0.03498333333333334,9.059815571677007
world,0.027983333333333332,10.49693527752454
war,0.046975,7.640234332731635
cemeteries,0.0789625,16.051909891839536
and,0.007991666666666668,15.022562875792959
memorials,0.07496250000000002,15.839892683726273
.,0,15.022714573044759
<e>,0,3.3350552542797596
