Word,Duration,Surprisal
two,0.015991666666666668,11.526988205432007
years,0.03298333333333334,8.849857736979189
later,0.04198333333333334,9.298741463077393
",",0,7.893786056129458
at,0.03898333333333334,8.975873551108101
wrestlemania,0.06595833333333334,13.399449600116455
xxx,0.0799625,16.02267123260042
",",0,16.022649561889985
lesnar,0.03797916666666667,17.36819097388686
defeated,0.06397083333333334,16.022519530791126
the,0.01898333333333333,10.741747857625803
undertaker,0.0729625,13.502824493192417
to,0.02549166666666667,16.0228662543475
end,0.023491666666666668,11.203062454075598
his,0.028987500000000003,14.460583879901728
undefeated,0.0679625,14.620888009461776
streak,0.03497916666666666,15.022714573044759
at,0.03898333333333334,15.02371104408065
the,0.01898333333333333,4.565655924762827
premier,0.035975,12.268359239555394
annual,0.036975,16.024944847613146
event,0.03897916666666666,14.44156094179861
.,0,10.941133935816769
<e>,0,3.3350552542797596
