Word,Duration,Surprisal
despite,0.045975,10.823381208212233
category,0.05296666666666666,16.033293937882842
4,0,12.70269216987247
winds,0.03197916666666667,16.04997614065748
on,0.012991666666666665,13.706668682179746
spanish,0.049475,15.31818971857272
wells,0.04348333333333333,16.02630729871651
",",0,13.43848866074064
only,0.025987499999999997,10.449327736612267
five,0.027987500000000002,12.744581596037081
houses,0.04547916666666667,16.042706744054428
were,0.011487500000000001,12.325456818113919
destroyed,0.05797083333333333,11.128912146690702
",",0,11.567199883641853
although,0.019983333333333332,8.251847012649392
most,0.031983333333333336,13.463205044590428
of,0.008991666666666669,7.4327995700463125
the,0.006991666666666667,2.838074562192145
remaining,0.04697083333333334,11.250437331558132
dwellings,0.059470833333333334,16.027495689100377
lost,0.032483333333333336,16.022627890854032
their,0.0289875,12.033466020189993
roofs,0.03498333333333334,14.527660263607913
.,0,14.438033753479932
<e>,0,3.3350552542797596
