BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2639;-1;<p:>;;;;;;;;;;
2640;1439;0;D;;The;D V;;;;;;;
4080;1439;0;V;;The;D V;;;;;;;
5520;2639;1;s;;selectivity;s I l E k t I v V t i:;;;;;;;
8160;719;1;I;;selectivity;s I l E k t I v V t i:;;;;;;;
8880;2159;1;l;;selectivity;s I l E k t I v V t i:;;;;;;;
11040;1439;1;E;;selectivity;s I l E k t I v V t i:;;;;;;;
12480;4079;1;t;;selectivity;s I l E k t I v V t i:;;;;;;;
16560;1199;1;I;;selectivity;s I l E k t I v V t i:;;;;;;;
17760;959;1;v;;selectivity;s I l E k t I v V t i:;;;;;;;
18720;959;1;V;;selectivity;s I l E k t I v V t i:;;;;;;;
19680;959;1;t;;selectivity;s I l E k t I v V t i:;;;;;;;
20640;2879;1;i:;;selectivity;s I l E k t I v V t i:;;;;;;;
23520;719;2;V;;of;V v;;;;;;;
24240;959;2;v;;of;V v;;;;;;;
25200;3359;3;s;;some;s V m;;;;;;;
28560;1199;3;V;;some;s V m;;;;;;;
29760;1679;3;m;;some;s V m;;;;;;;
31440;1919;4;h\;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
33360;2879;4;aI;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
36240;1439;4;d;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
37680;959;4;R;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
38640;2159;4;Q;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
40800;1199;4;k;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
42000;1919;4;s;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
43920;959;4;V;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
44880;2399;4;l;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
47280;2159;4;eI;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
49440;2879;4;S;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
52320;1439;4;V;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
53760;2399;4;n;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
56160;1919;4;z;;hydroxylations;h aI d R Q k s V l eI S V n z;;;;;;;
58080;1439;5;m;;may;m eI;;;;;;;
59520;2399;5;eI;;may;m eI;;;;;;;
61920;719;6;b;;be;b i:;;;;;;;
62640;2159;6;i:;;be;b i:;;;;;;;
64800;2159;7;d;;drastically;d R { s t I k l i:;;;;;;;
66960;2159;7;R;;drastically;d R { s t I k l i:;;;;;;;
69120;1919;7;{;;drastically;d R { s t I k l i:;;;;;;;
71040;1679;7;s;;drastically;d R { s t I k l i:;;;;;;;
72720;1439;7;t;;drastically;d R { s t I k l i:;;;;;;;
74160;1439;7;I;;drastically;d R { s t I k l i:;;;;;;;
75600;1679;7;k;;drastically;d R { s t I k l i:;;;;;;;
77280;1439;7;l;;drastically;d R { s t I k l i:;;;;;;;
78720;1919;7;i:;;drastically;d R { s t I k l i:;;;;;;;
80640;1199;8;I;;improved;I m p R u: v d;;;;;;;
81840;1199;8;m;;improved;I m p R u: v d;;;;;;;
83040;3119;8;p;;improved;I m p R u: v d;;;;;;;
86160;1679;8;R;;improved;I m p R u: v d;;;;;;;
87840;1439;8;u:;;improved;I m p R u: v d;;;;;;;
89280;719;8;v;;improved;I m p R u: v d;;;;;;;
90000;1679;8;d;;improved;I m p R u: v d;;;;;;;
91680;1439;9;I;;in;I n;;;;;;;
93120;2879;9;n;;in;I n;;;;;;;
96000;1439;10;s;;some;s V m;;;;;;;
97440;959;10;V;;some;s V m;;;;;;;
98400;3119;10;m;;some;s V m;;;;;;;
101520;2159;11;k;;cases;k eI s V z;;;;;;;
103680;3119;11;eI;;cases;k eI s V z;;;;;;;
106800;2639;11;s;;cases;k eI s V z;;;;;;;
109440;3839;11;V;;cases;k eI s V z;;;;;;;
113280;3359;11;z;;cases;k eI s V z;;;;;;;
116640;3599;-1;<p:>;;;;;;;;;;
120240;719;12;w;;with;w I D;;;;;;;
120960;1199;12;I;;with;w I D;;;;;;;
122160;2159;12;D;;with;w I D;;;;;;;
124320;719;13;D;;the;D V;;;;;;;
125040;719;13;V;;the;D V;;;;;;;
125760;719;14;V;;addition;V d I S V n;;;;;;;
126480;2399;14;d;;addition;V d I S V n;;;;;;;
128880;1679;14;I;;addition;V d I S V n;;;;;;;
130560;3119;14;S;;addition;V d I S V n;;;;;;;
133680;1199;14;V;;addition;V d I S V n;;;;;;;
134880;1679;14;n;;addition;V d I S V n;;;;;;;
136560;959;15;V;;of;V v;;;;;;;
137520;1199;15;v;;of;V v;;;;;;;
138720;3599;16;k;;coordinating;k @U O: R d V n eI t I N;;;;;;;
142320;959;16;@U;;coordinating;k @U O: R d V n eI t I N;;;;;;;
143280;1439;16;O:;;coordinating;k @U O: R d V n eI t I N;;;;;;;
144720;1199;16;R;;coordinating;k @U O: R d V n eI t I N;;;;;;;
145920;719;16;d;;coordinating;k @U O: R d V n eI t I N;;;;;;;
146640;719;16;V;;coordinating;k @U O: R d V n eI t I N;;;;;;;
147360;719;16;n;;coordinating;k @U O: R d V n eI t I N;;;;;;;
148080;2399;16;eI;;coordinating;k @U O: R d V n eI t I N;;;;;;;
150480;959;16;4;;coordinating;k @U O: R d V n eI t I N;;;;;;;
151440;959;16;I;;coordinating;k @U O: R d V n eI t I N;;;;;;;
152400;1919;16;N;;coordinating;k @U O: R d V n eI t I N;;;;;;;
154320;1679;17;g;;groups;g R u: p s;;;;;;;
