BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
156000;1199;17;R;;groups;g R u: p s;;;;;;;
157200;1919;17;u;;groups;g R u: p s;;;;;;;
159120;719;17;p;;groups;g R u: p s;;;;;;;
159840;1439;17;s;;groups;g R u: p s;;;;;;;
161280;1439;18;?;;alpha;{ l f V;;;;;;;
162720;1919;18;{;;alpha;{ l f V;;;;;;;
164640;1679;18;l;;alpha;{ l f V;;;;;;;
166320;2879;18;f;;alpha;{ l f V;;;;;;;
169200;2399;18;V;;alpha;{ l f V;;;;;;;
171600;2639;19;t;;to;t u:;;;;;;;
174240;719;19;I;;to;t u:;;;;;;;
174960;2399;20;D;;the;D V;;;;;;;
177360;1679;20;V;;the;D V;;;;;;;
179040;2639;21;Q;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
181680;1679;21;k;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
183360;1679;21;s;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
185040;959;21;V;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
186000;2639;21;z;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
188640;959;21;aI;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
189600;2159;21;R;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
191760;959;21;I;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
192720;959;21;d;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
193680;3119;21;i:;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
196800;719;21;n;;oxaziridine;Q k s V z aI R I d i: n;;;;;;;
197520;3119;22;R;;ring;R I N;;;;;;;
200640;1439;22;I;;ring;R I N;;;;;;;
202080;3119;22;N;;ring;R I N;;;;;;;
205200;1679;-1;<p:>;;;;;;;;;;
206880;1439;23;{;;as;{ z;;;;;;;
208320;1439;23;z;;as;{ z;;;;;;;
209760;3839;24;Q;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
213600;1679;24;k;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
215280;1439;24;s;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
216720;959;24;V;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
217680;2639;24;z;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
220320;1439;24;aI;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
221760;3359;24;R;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
225120;3839;24;i:;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
228960;5999;24;d;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
234960;11999;24;i:;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
246960;4559;24;n;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
251520;959;24;z;;oxaziridines;Q k s V z aI R I d i: n z;;;;;;;
252480;959;25;b;;3b;b;;;;;;;
253440;719;26;V;;and;V n d;;;;;;;
254160;2399;26;n;;and;V n d;;;;;;;
256560;3599;27;s;;3c;s;;;;;;;
260160;6959;28;i:;;in;I n;;;;;;;
267120;1199;28;n;;in;I n;;;;;;;
268320;719;29;D;;the;D V;;;;;;;
269040;959;29;V;;the;D V;;;;;;;
270000;3119;30;t;;table;t eI b V l;;;;;;;
273120;2399;30;eI;;table;t eI b V l;;;;;;;
275520;719;30;b;;table;t eI b V l;;;;;;;
276240;719;30;V;;table;t eI b V l;;;;;;;
276960;1919;30;l;;table;t eI b V l;;;;;;;
278880;959;31;V;;above;V b V v;;;;;;;
279840;2159;31;b;;above;V b V v;;;;;;;
282000;5519;31;V;;above;V b V v;;;;;;;
287520;1919;31;v;;above;V b V v;;;;;;;
289440;21599;-1;<p:>;;;;;;;;;;
