BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2879;-1;<p:>;;;;;;;;;;
2880;1919;0;k;;Kershaw;k 3` S Q;;;;;;;
4800;1919;0;3`;;Kershaw;k 3` S Q;;;;;;;
6720;2639;0;S;;Kershaw;k 3` S Q;;;;;;;
9360;4799;0;Q;;Kershaw;k 3` S Q;;;;;;;
14160;2159;1;s;;s;s;;;;;;;
16320;1199;2;s;;streak;s t R i: k;;;;;;;
17520;1199;2;t;;streak;s t R i: k;;;;;;;
18720;959;2;R;;streak;s t R i: k;;;;;;;
19680;2399;2;i:;;streak;s t R i: k;;;;;;;
22080;2879;2;k;;streak;s t R i: k;;;;;;;
24960;1679;3;w;;was;w Q z;;;;;;;
26640;4079;3;Q;;was;w Q z;;;;;;;
30720;3359;3;z;;was;w Q z;;;;;;;
34080;4079;-1;<p:>;;;;;;;;;;
38160;1679;4;{;;at;{ t;;;;;;;
39840;1199;4;t;;at;{ t;;;;;;;
41040;959;5;D;;the;D V;;;;;;;
42000;959;5;V;;the;D V;;;;;;;
42960;3359;6;t;;time;t aI m;;;;;;;
46320;5519;6;aI;;time;t aI m;;;;;;;
51840;2399;6;m;;time;t aI m;;;;;;;
54240;2879;-1;<p:>;;;;;;;;;;
57120;3119;7;t;;tied;t aI d;;;;;;;
60240;3359;7;aI;;tied;t aI d;;;;;;;
63600;719;7;d;;tied;t aI d;;;;;;;
64320;1919;8;f;;for;f O: R;;;;;;;
66240;1439;8;6;;for;f O: R;;;;;;;
67680;959;9;D;;the;D V;;;;;;;
68640;1199;9;V;;the;D V;;;;;;;
69840;3119;10;f;;fifteenth;f I f t i: n T;;;;;;;
72960;1919;10;I;;fifteenth;f I f t i: n T;;;;;;;
74880;1199;10;f;;fifteenth;f I f t i: n T;;;;;;;
76080;2159;10;t;;fifteenth;f I f t i: n T;;;;;;;
78240;3119;10;i:;;fifteenth;f I f t i: n T;;;;;;;
81360;959;10;n;;fifteenth;f I f t i: n T;;;;;;;
82320;2279;10;T;;fifteenth;f I f t i: n T;;;;;;;
84600;2039;11;l;;longest;l O: N g V s t;;;;;;;
86640;2639;11;O:;;longest;l O: N g V s t;;;;;;;
89280;1199;11;N;;longest;l O: N g V s t;;;;;;;
90480;959;11;g;;longest;l O: N g V s t;;;;;;;
91440;1199;11;V;;longest;l O: N g V s t;;;;;;;
92640;1679;11;s;;longest;l O: N g V s t;;;;;;;
94320;719;11;t;;longest;l O: N g V s t;;;;;;;
95040;2639;12;s;;scoreless;s k O: R l V s;;;;;;;
97680;1439;12;k;;scoreless;s k O: R l V s;;;;;;;
99120;1199;12;O:;;scoreless;s k O: R l V s;;;;;;;
100320;719;12;R;;scoreless;s k O: R l V s;;;;;;;
101040;2159;12;l;;scoreless;s k O: R l V s;;;;;;;
103200;1199;12;V;;scoreless;s k O: R l V s;;;;;;;
104400;2159;12;s;;scoreless;s k O: R l V s;;;;;;;
106560;1679;13;I;;inning;I n I N;;;;;;;
108240;719;13;n;;inning;I n I N;;;;;;;
108960;1439;13;i:;;inning;I n I N;;;;;;;
110400;1679;13;N;;inning;I n I N;;;;;;;
112080;2399;14;s;;streak;s t R i: k;;;;;;;
114480;1439;14;t;;streak;s t R i: k;;;;;;;
115920;1199;14;R;;streak;s t R i: k;;;;;;;
117120;3119;14;i:;;streak;s t R i: k;;;;;;;
120240;2399;14;k;;streak;s t R i: k;;;;;;;
122640;1679;15;I;;in;I n;;;;;;;
124320;2159;15;n;;in;I n;;;;;;;
126480;1439;16;E;;MLB;E m E l b i:;;;;;;;
127920;1439;16;m;;MLB;E m E l b i:;;;;;;;
129360;1919;16;E;;MLB;E m E l b i:;;;;;;;
131280;1439;16;l;;MLB;E m E l b i:;;;;;;;
132720;959;16;b;;MLB;E m E l b i:;;;;;;;
133680;2399;16;i:;;MLB;E m E l b i:;;;;;;;
136080;2639;17;h;;history;h I s t 3` i:;;;;;;;
138720;1679;17;I;;history;h I s t 3` i:;;;;;;;
140400;1919;17;s;;history;h I s t 3` i:;;;;;;;
142320;1439;17;t;;history;h I s t 3` i:;;;;;;;
143760;1919;17;3`;;history;h I s t 3` i:;;;;;;;
145680;3119;17;i:;;history;h I s t 3` i:;;;;;;;
148800;21695;-1;<p:>;;;;;;;;;;
