BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
135840;719;19;V;;America;V m E R V k V;;;;;;;
136560;2399;19;m;;America;V m E R V k V;;;;;;;
138960;2159;19;E;;America;V m E R V k V;;;;;;;
141120;959;19;R;;America;V m E R V k V;;;;;;;
142080;719;19;V;;America;V m E R V k V;;;;;;;
142800;2879;19;k;;America;V m E R V k V;;;;;;;
145680;719;19;V;;America;V m E R V k V;;;;;;;
146400;3119;20;R;;rules;R u: l z;;;;;;;
149520;2639;20;u:;;rules;R u: l z;;;;;;;
152160;3839;20;l;;rules;R u: l z;;;;;;;
156000;3119;20;z;;rules;R u: l z;;;;;;;
159120;6719;-1;<p:>;;;;;;;;;;
165840;22079;21;?;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
187920;7679;21;@U;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
195600;2159;21;n;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
197760;3359;21;V;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
201120;5039;21;h;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
206160;2159;21;V;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
208320;4799;21;n;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
213120;1919;21;d;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
215040;719;21;R;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
215760;959;21;V;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
216720;5759;21;d;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
222480;959;21;f;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
223440;2879;21;I;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
226320;719;21;f;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
227040;719;21;t;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
227760;5999;21;i:;;onehundredfifty;@U n V h V n d R V d f I f t i:;;;;;;;
233760;2879;22;z;;zero;z I R @U;;;;;;;
236640;1919;22;I;;zero;z I R @U;;;;;;;
238560;2879;22;R;;zero;z I R @U;;;;;;;
241440;3599;22;@U;;zero;z I R @U;;;;;;;
245040;21647;-1;<p:>;;;;;;;;;;
