BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
163920;719;25;w;;twenty;t w E n t i:;;;;;;;
164640;1199;25;E;;twenty;t w E n t i:;;;;;;;
165840;719;25;n;;twenty;t w E n t i:;;;;;;;
166560;2399;25;i:;;twenty;t w E n t i:;;;;;;;
168960;3599;26;t;;tanks;t { N k s;;;;;;;
172560;2639;26;{;;tanks;t { N k s;;;;;;;
175200;2159;26;N;;tanks;t { N k s;;;;;;;
177360;959;26;k;;tanks;t { N k s;;;;;;;
178320;2279;26;s;;tanks;t { N k s;;;;;;;
180600;1079;27;w;;was;w Q z;;;;;;;
181680;719;27;Q;;was;w Q z;;;;;;;
182400;1439;27;z;;was;w Q z;;;;;;;
183840;1919;28;s;;severely;s V v I R l i:;;;;;;;
185760;719;28;V;;severely;s V v I R l i:;;;;;;;
186480;1679;28;v;;severely;s V v I R l i:;;;;;;;
188160;2399;28;I;;severely;s V v I R l i:;;;;;;;
190560;719;28;R;;severely;s V v I R l i:;;;;;;;
191280;2879;28;l;;severely;s V v I R l i:;;;;;;;
194160;1679;28;i:;;severely;s V v I R l i:;;;;;;;
195840;1439;29;d;;depleted;d I p l i: t I d;;;;;;;
197280;1439;29;I;;depleted;d I p l i: t I d;;;;;;;
198720;2879;29;p;;depleted;d I p l i: t I d;;;;;;;
201600;719;29;l;;depleted;d I p l i: t I d;;;;;;;
202320;1199;29;i:;;depleted;d I p l i: t I d;;;;;;;
203520;959;29;4;;depleted;d I p l i: t I d;;;;;;;
204480;1199;29;I;;depleted;d I p l i: t I d;;;;;;;
205680;1919;29;d;;depleted;d I p l i: t I d;;;;;;;
207600;719;30;b;;by;b aI;;;;;;;
208320;2399;30;aI;;by;b aI;;;;;;;
210720;719;31;D;;the;D V;;;;;;;
211440;959;31;V;;the;D V;;;;;;;
212400;3839;32;t;;time;t aI m;;;;;;;
216240;2399;32;aI;;time;t aI m;;;;;;;
218640;1439;32;m;;time;t aI m;;;;;;;
220080;1439;33;I;;it;I t;;;;;;;
221520;3119;34;l;;landed;l { n d V d;;;;;;;
224640;1679;34;{;;landed;l { n d V d;;;;;;;
226320;959;34;n;;landed;l { n d V d;;;;;;;
227280;959;34;d;;landed;l { n d V d;;;;;;;
228240;719;34;V;;landed;l { n d V d;;;;;;;
228960;1679;34;d;;landed;l { n d V d;;;;;;;
230640;1439;35;I;;in;I n;;;;;;;
232080;1199;35;n;;in;I n;;;;;;;
233280;1199;36;n;;Normandy;n O: R m V n d i:;;;;;;;
234480;1439;36;O:;;Normandy;n O: R m V n d i:;;;;;;;
235920;1199;36;R;;Normandy;n O: R m V n d i:;;;;;;;
237120;1679;36;m;;Normandy;n O: R m V n d i:;;;;;;;
238800;719;36;V;;Normandy;n O: R m V n d i:;;;;;;;
239520;1439;36;n;;Normandy;n O: R m V n d i:;;;;;;;
240960;719;36;d;;Normandy;n O: R m V n d i:;;;;;;;
241680;3599;36;i:;;Normandy;n O: R m V n d i:;;;;;;;
245280;21983;-1;<p:>;;;;;;;;;;
