time,size
0.000789642333984375,100
0.0011131763458251953,110
0.0009987354278564453,120
0.001321554183959961,130
0.0014693737030029297,140
0.002441883087158203,150
0.0020020008087158203,160
0.002112865447998047,170
0.0029702186584472656,180
0.0026760101318359375,190
0.0030193328857421875,200
0.0033986568450927734,210
0.0038177967071533203,220
0.004427194595336914,230
0.004140138626098633,240
0.005036354064941406,250
0.004733085632324219,260
0.005865335464477539,270
0.006046295166015625,280
0.007120370864868164,290
0.007275819778442383,300
0.007555723190307617,310
0.00812840461730957,320
0.009043455123901367,330
0.009247303009033203,340
0.008789300918579102,350
0.009959697723388672,360
0.010622978210449219,370
0.011246204376220703,380
0.012066125869750977,390
0.012931346893310547,400
0.013727664947509766,410
0.014369726181030273,420
0.014917373657226562,430
0.015162229537963867,440
0.01615619659423828,450
0.01626420021057129,460
0.017634153366088867,470
0.01939535140991211,480
0.019524097442626953,490
0.021080732345581055,500
0.0221707820892334,510
0.021400928497314453,520
0.02307438850402832,530
0.024521827697753906,540
0.026463031768798828,550
0.026471853256225586,560
0.027042150497436523,570
0.02654123306274414,580
0.028372526168823242,590
0.03034353256225586,600
0.03122091293334961,610
0.03264141082763672,620
0.03497600555419922,630
0.03546881675720215,640
0.03589344024658203,650
0.03573298454284668,660
0.037676095962524414,670
0.040001630783081055,680
0.04361271858215332,690
0.044603586196899414,700
0.04173874855041504,710
0.04388546943664551,720
0.046095848083496094,730
0.047922611236572266,740
0.05032467842102051,750
0.05037856101989746,760
0.05398416519165039,770
0.05486321449279785,780
0.05460047721862793,790
0.058690786361694336,800
0.05578255653381348,810
0.06390690803527832,820
0.06904458999633789,830
0.07426190376281738,840
0.07038474082946777,850
0.07546877861022949,860
0.07531094551086426,870
0.07554841041564941,880
0.07330679893493652,890
0.07160067558288574,900
0.0722663402557373,910
0.07352519035339355,920
0.07665729522705078,930
0.0783987045288086,940
0.07827639579772949,950
0.07995152473449707,960
0.08173203468322754,970
0.08569145202636719,980
0.09092998504638672,990
0.08654499053955078,1000
0.09076523780822754,1010
0.09063100814819336,1020
0.09395384788513184,1030
0.09607648849487305,1040
0.09122538566589355,1050
0.0931551456451416,1060
0.08749151229858398,1070
0.08223891258239746,1080
0.08326554298400879,1090
