time,size
8.893013000488281e-05,100
6.604194641113281e-05,110
7.05718994140625e-05,120
7.82012939453125e-05,130
8.392333984375e-05,140
0.0005338191986083984,150
9.1552734375e-05,160
0.0022916793823242188,170
0.00010371208190917969,180
0.00010561943054199219,190
0.00012111663818359375,200
0.000133514404296875,210
0.00013780593872070312,220
0.0001361370086669922,230
0.00015878677368164062,240
0.000164031982421875,250
0.00015783309936523438,260
0.0001583099365234375,270
0.00016927719116210938,280
0.0007193088531494141,290
0.00018262863159179688,300
0.0023767948150634766,310
0.0002307891845703125,320
0.00020456314086914062,330
0.0002124309539794922,340
0.00021529197692871094,350
0.00023937225341796875,360
0.00024509429931640625,370
0.00023603439331054688,380
0.00023055076599121094,390
0.0002429485321044922,400
0.00024080276489257812,410
0.0002620220184326172,420
0.0002906322479248047,430
0.00026869773864746094,440
0.00029778480529785156,450
0.0003082752227783203,460
0.0007863044738769531,470
0.0007557868957519531,480
0.0025310516357421875,490
0.00033283233642578125,500
0.0003304481506347656,510
0.0003275871276855469,520
0.0003535747528076172,530
0.0003452301025390625,540
0.000415802001953125,550
0.0026640892028808594,560
0.0003833770751953125,570
0.00037860870361328125,580
0.00039196014404296875,590
0.0022292137145996094,600
0.0003924369812011719,610
0.00040841102600097656,620
0.00040793418884277344,630
0.0004169940948486328,640
0.006875514984130859,650
0.0004756450653076172,660
0.0004363059997558594,670
0.00044655799865722656,680
0.00046753883361816406,690
0.0005147457122802734,700
0.0004596710205078125,710
0.0005125999450683594,720
0.0005161762237548828,730
0.0005102157592773438,740
0.0005240440368652344,750
0.0005064010620117188,760
0.0005044937133789062,770
0.0005059242248535156,780
0.0005314350128173828,790
0.0005340576171875,800
0.0006003379821777344,810
0.0006303787231445312,820
0.0005898475646972656,830
0.010798454284667969,840
0.0005726814270019531,850
0.0006103515625,860
0.0005848407745361328,870
0.0005731582641601562,880
0.0005767345428466797,890
0.0006356239318847656,900
0.0006124973297119141,910
0.0006213188171386719,920
0.0006136894226074219,930
0.0006926059722900391,940
0.0006177425384521484,950
0.0059282779693603516,960
0.0006659030914306641,970
0.0006732940673828125,980
0.0006825923919677734,990
0.0057680606842041016,1000
0.0006880760192871094,1010
0.0006778240203857422,1020
0.0006878376007080078,1030
0.004194498062133789,1040
0.0007712841033935547,1050
0.0007462501525878906,1060
0.0007774829864501953,1070
0.0008132457733154297,1080
0.0007307529449462891,1090
