time,size
0.0005290508270263672,100
0.0005671977996826172,110
0.0006916522979736328,120
0.0007777214050292969,130
0.0008871555328369141,140
0.0010590553283691406,150
0.0011887550354003906,160
0.0018355846405029297,170
0.0015344619750976562,180
0.0019567012786865234,190
0.0023109912872314453,200
0.0020742416381835938,210
0.0025103092193603516,220
0.002393960952758789,230
0.0025789737701416016,240
0.0031554698944091797,250
0.0031049251556396484,260
0.003615140914916992,270
0.0036263465881347656,280
0.004019260406494141,290
0.0045588016510009766,300
0.0047757625579833984,310
0.004761219024658203,320
0.0052411556243896484,330
0.005469322204589844,340
0.006213188171386719,350
0.006127357482910156,360
0.0066907405853271484,370
0.007016897201538086,380
0.00725102424621582,390
0.007631540298461914,400
0.008182287216186523,410
0.008603334426879883,420
0.008966684341430664,430
0.009545326232910156,440
0.009748458862304688,450
0.010875701904296875,460
0.010979413986206055,470
0.011461734771728516,480
0.012069463729858398,490
0.012455463409423828,500
0.013285398483276367,510
0.013491392135620117,520
0.01453399658203125,530
0.01493692398071289,540
0.015221834182739258,550
0.01566934585571289,560
0.016121864318847656,570
0.016913175582885742,580
0.017450332641601562,590
0.018028974533081055,600
0.01893448829650879,610
0.019267559051513672,620
0.020387887954711914,630
0.021511316299438477,640
0.021524667739868164,650
0.0222933292388916,660
0.022893905639648438,670
0.025523900985717773,680
0.024945974349975586,690
0.02487969398498535,700
0.032555341720581055,710
0.03309202194213867,720
0.026818037033081055,730
0.0286405086517334,740
0.028853654861450195,750
0.02869248390197754,760
0.029944419860839844,770
0.03255963325500488,780
0.03256678581237793,790
0.03581833839416504,800
0.03314399719238281,810
0.03469371795654297,820
0.038527488708496094,830
0.036579132080078125,840
0.0381927490234375,850
0.03747224807739258,860
0.03825020790100098,870
0.038065433502197266,880
0.03946733474731445,890
0.03941082954406738,900
0.03896808624267578,910
0.04003310203552246,920
0.03916478157043457,930
0.03886747360229492,940
0.04266715049743652,950
0.039356231689453125,960
0.039220571517944336,970
0.038481712341308594,980
0.039974212646484375,990
0.039164066314697266,1000
0.03763914108276367,1010
0.03825569152832031,1020
0.03698372840881348,1030
0.037360429763793945,1040
0.03749823570251465,1050
0.03616166114807129,1060
0.036142826080322266,1070
0.03725457191467285,1080
0.03591156005859375,1090
