Word,Duration,Surprisal
several,619.5,10.84891630031937
government,804.4166666666669,15.050146244715558
agencies,674.7083333333334,13.039197524598718
have,109.875,19.352601696352135
set,229.875,15.095829667521134
up,149.91666666666666,9.716626574767607
their,119.875,12.06350041440584
headquarters,629.5833333333333,12.942697762886757
in,259.8333333333333,11.567459194046377
quezon,449.74999999999994,19.352601696352135
city,349.83333333333337,19.352601696352135
but,219.875,19.352601696352135
several,619.5,13.526499239136566
key,159.91666666666666,15.050146244715558
government,804.4166666666669,19.352601696352135
offices,539.75,14.039197524598718
still,239.83333333333331,19.352601696352135
reside,399.7916666666667,19.352601696352135
in,259.8333333333333,12.852919585123995
manila,419.74999999999994,14.182355554070389
.,0,15.022757912187137
<e>,0,3.3358861354883906
