Word,Duration,Surprisal
two,159.91666666666666,11.526988205432007
years,329.83333333333337,8.849857736979189
later,419.8333333333333,9.298741463077393
",",0,7.893786056129458
at,389.8333333333333,8.975873551108101
wrestlemania,659.5833333333334,13.399449600116455
xxx,799.625,19.352601696352135
",",0,19.352601696352135
lesnar,379.79166666666663,19.352601696352135
defeated,639.7083333333334,19.352601696352135
the,189.83333333333334,10.741747857625803
undertaker,729.6250000000001,13.502824493192417
to,254.91666666666669,19.352601696352135
end,234.91666666666666,11.203062454075598
his,289.875,14.460583879901728
undefeated,679.6250000000001,14.620888009461776
streak,349.79166666666663,15.022714573044759
at,389.8333333333333,15.02371104408065
the,189.83333333333334,4.565655924762827
premier,359.74999999999994,12.268359239555394
annual,369.74999999999994,19.352601696352135
event,389.79166666666663,14.44156094179861
.,0,10.941133935816769
<e>,0,3.3358861354883906
