Word,Duration,Surprisal
despite,459.75,10.823381208212233
category,529.6666666666666,19.352601696352135
4,0,12.70269216987247
winds,319.79166666666663,19.352601696352135
on,129.91666666666666,13.706668682179746
spanish,494.75,15.31818971857272
wells,434.8333333333333,19.352601696352135
",",0,13.43848866074064
only,259.875,10.449327736612267
five,279.875,12.744581596037081
houses,454.79166666666663,19.352601696352135
were,114.875,12.325456818113919
destroyed,579.7083333333334,11.128912146690702
",",0,11.567199883641853
although,199.83333333333331,8.251847012649392
most,319.8333333333333,13.463205044590428
of,89.91666666666667,7.4327995700463125
the,69.91666666666667,2.838074562192145
remaining,469.70833333333326,11.250437331558132
dwellings,594.7083333333334,19.352601696352135
lost,324.8333333333333,19.352601696352135
their,289.875,12.033466020189993
roofs,349.83333333333337,14.527660263607913
.,0,14.438033753479932
<e>,0,3.3358861354883906
