Word,Duration,Surprisal
seeing,309.875,19.352601696352135
the,394.66666666666663,12.117383366931483
helicopters,749.625,16.005324833721602
on,119.91666666666666,15.023147905893026
the,394.66666666666663,4.181198606492488
morning,329.74999999999994,11.400462775562739
of,59.916666666666664,10.600626057981577
5,0,11.300597701226698
january,554.6666666666666,13.24436383512051
",",0,11.337064338684742
they,314.9166666666667,8.178366415006844
realized,544.75,14.519574828892553
the,394.66666666666663,13.701674670457965
americans,634.625,12.420362333000446
would,124.875,14.439917436163132
not,209.91666666666669,8.786793204494701
remain,369.8333333333333,14.524806951960837
in,119.91666666666667,11.025572167469578
the,394.66666666666663,3.240696558543692
city,299.83333333333337,8.026137844457025
much,299.875,19.352601696352135
longer,439.79166666666663,13.454127901277449
.,0,13.219254968917165
<e>,0,3.3358861354883906
