method,data_size,seed,val_bleu,val_chrf,test_bleu,test_chrf,training_time_seconds,training_time_minutes,gpu_memory_gb,trainable_params,effective_batch_size,learning_rate
full_finetuning,1000,123,0.4917505315820086,70.27868294590792,0.48980251875518155,71.27698121097458,233.46872854232788,3.8911454757054647,7.406329855999999,615073792,16,2e-05
full_finetuning,2000,123,0.5333702443848464,73.48922252761194,0.5312569287571856,74.16487662664358,428.7081859111786,7.145136431852976,7.389700096,615073792,16,2e-05
full_finetuning,4000,123,0.5516000991716934,74.6412145261403,0.5510740116148941,75.17264227944878,852.377411365509,14.20629018942515,5.731041280000001,615073792,16,2e-05
full_finetuning,6000,123,0.5780280398351443,76.18778891248911,0.5758581571778003,76.7345170800603,1267.8018112182617,21.13003018697103,5.731049471999999,615073792,16,2e-05
full_finetuning,8000,123,0.5907312167837747,77.1141124901503,0.5915415111240736,77.73824554576369,1674.6280443668365,27.91046740611394,5.731041280000001,615073792,16,2e-05
full_finetuning,10000,123,0.603358545991014,77.55074326206717,0.6024989706825215,78.29232239188603,2170.32448720932,36.172074786822,5.7310412799999995,615073792,16,2e-05
full_finetuning,13935,123,0.6154132658246363,78.39537959372876,0.6154460047864553,79.16258626632204,2956.2431094646454,49.270718491077425,5.7310494720000005,615073792,16,2e-05
