BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2639;-1;<p:>;;;;;;;;;;
2640;1919;0;f;;For;f O: R;;;;;;;
4560;1439;0;6;;For;f O: R;;;;;;;
6000;1199;1;D;;the;D V;;;;;;;
7200;1199;1;V;;the;D V;;;;;;;
8400;1439;2;n;;next;n E k s t;;;;;;;
9840;2879;2;E;;next;n E k s t;;;;;;;
12720;2159;2;k;;next;n E k s t;;;;;;;
14880;1679;2;s;;next;n E k s t;;;;;;;
16560;2159;3;T;;three;T R i:;;;;;;;
18720;959;3;R;;three;T R i:;;;;;;;
19680;2399;3;i:;;three;T R i:;;;;;;;
22080;1679;4;d;;decades;d E k eI d z;;;;;;;
23760;2399;4;E;;decades;d E k eI d z;;;;;;;
26160;2639;4;k;;decades;d E k eI d z;;;;;;;
28800;4319;4;eI;;decades;d E k eI d z;;;;;;;
33120;1919;4;d;;decades;d E k eI d z;;;;;;;
35040;3119;4;z;;decades;d E k eI d z;;;;;;;
38160;1679;-1;<p:>;;;;;;;;;;
39840;3119;5;tS;;Chad;tS { d;;;;;;;
42960;3119;5;{;;Chad;tS { d;;;;;;;
46080;959;5;d;;Chad;tS { d;;;;;;;
47040;1199;6;b;;became;b I k eI m;;;;;;;
48240;1679;6;i:;;became;b I k eI m;;;;;;;
49920;2639;6;k;;became;b I k eI m;;;;;;;
52560;1439;6;eI;;became;b I k eI m;;;;;;;
54000;1439;6;m;;became;b I k eI m;;;;;;;
55440;1199;7;E;;embroiled;E m b R OI l d;;;;;;;
56640;1919;7;m;;embroiled;E m b R OI l d;;;;;;;
58560;1199;7;b;;embroiled;E m b R OI l d;;;;;;;
59760;1439;7;R;;embroiled;E m b R OI l d;;;;;;;
61200;4559;7;OI;;embroiled;E m b R OI l d;;;;;;;
65760;1439;7;l;;embroiled;E m b R OI l d;;;;;;;
67200;959;7;d;;embroiled;E m b R OI l d;;;;;;;
68160;2399;8;I;;in;I n;;;;;;;
70560;3119;8;n;;in;I n;;;;;;;
73680;1439;9;s;;civil;s I v V l;;;;;;;
75120;959;9;I;;civil;s I v V l;;;;;;;
76080;1679;9;v;;civil;s I v V l;;;;;;;
77760;719;9;V;;civil;s I v V l;;;;;;;
78480;1679;9;l;;civil;s I v V l;;;;;;;
80160;4319;10;w;;war;w O: R;;;;;;;
84480;2159;10;O:;;war;w O: R;;;;;;;
86640;2159;10;R;;war;w O: R;;;;;;;
88800;1439;11;?;;and;V n d;;;;;;;
90240;719;11;V;;and;V n d;;;;;;;
90960;1199;11;n;;and;V n d;;;;;;;
92160;959;11;d;;and;V n d;;;;;;;
93120;959;12;I;;experienced;I k s p I R i: V n s t;;;;;;;
94080;1439;12;k;;experienced;I k s p I R i: V n s t;;;;;;;
95520;1919;12;s;;experienced;I k s p I R i: V n s t;;;;;;;
97440;959;12;p;;experienced;I k s p I R i: V n s t;;;;;;;
98400;2159;12;I;;experienced;I k s p I R i: V n s t;;;;;;;
100560;1679;12;R;;experienced;I k s p I R i: V n s t;;;;;;;
102240;2159;12;i:;;experienced;I k s p I R i: V n s t;;;;;;;
104400;719;12;V;;experienced;I k s p I R i: V n s t;;;;;;;
