BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
105120;959;12;n;;experienced;I k s p I R i: V n s t;;;;;;;
106080;1679;12;s;;experienced;I k s p I R i: V n s t;;;;;;;
107760;959;12;t;;experienced;I k s p I R i: V n s t;;;;;;;
108720;1679;13;I;;invasions;I n v eI Z V n z;;;;;;;
110400;1439;13;n;;invasions;I n v eI Z V n z;;;;;;;
111840;959;13;v;;invasions;I n v eI Z V n z;;;;;;;
112800;3599;13;eI;;invasions;I n v eI Z V n z;;;;;;;
116400;2399;13;Z;;invasions;I n v eI Z V n z;;;;;;;
118800;1199;13;V;;invasions;I n v eI Z V n z;;;;;;;
120000;2399;13;n;;invasions;I n v eI Z V n z;;;;;;;
122400;959;13;z;;invasions;I n v eI Z V n z;;;;;;;
123360;1919;14;b;;by;b aI;;;;;;;
125280;2639;14;aI;;by;b aI;;;;;;;
127920;2639;15;l;;Libya;l I b i: V;;;;;;;
130560;1919;15;I;;Libya;l I b i: V;;;;;;;
132480;959;15;b;;Libya;l I b i: V;;;;;;;
133440;3119;15;i:;;Libya;l I b i: V;;;;;;;
136560;2879;15;V;;Libya;l I b i: V;;;;;;;
139440;1679;16;?;;and;V n d;;;;;;;
141120;719;16;V;;and;V n d;;;;;;;
141840;1919;16;n;;and;V n d;;;;;;;
143760;1919;17;V;;upheavals;V p h i: v V l z;;;;;;;
145680;1919;17;p;;upheavals;V p h i: v V l z;;;;;;;
147600;1679;17;h;;upheavals;V p h i: v V l z;;;;;;;
149280;1919;17;i:;;upheavals;V p h i: v V l z;;;;;;;
151200;959;17;v;;upheavals;V p h i: v V l z;;;;;;;
152160;719;17;V;;upheavals;V p h i: v V l z;;;;;;;
152880;2399;17;l;;upheavals;V p h i: v V l z;;;;;;;
155280;1439;17;z;;upheavals;V p h i: v V l z;;;;;;;
156720;1199;18;b;;by;b aI;;;;;;;
157920;3599;18;aI;;by;b aI;;;;;;;
161520;1919;19;s;;Sudanese;s u: d V n i: z;;;;;;;
163440;1919;19;u;;Sudanese;s u: d V n i: z;;;;;;;
165360;1199;19;d;;Sudanese;s u: d V n i: z;;;;;;;
166560;719;19;V;;Sudanese;s u: d V n i: z;;;;;;;
167280;1439;19;n;;Sudanese;s u: d V n i: z;;;;;;;
168720;5759;19;i:;;Sudanese;s u: d V n i: z;;;;;;;
174480;6959;19;?;;Sudanese;s u: d V n i: z;;;;;;;
181440;4319;19;I;;Sudanese;s u: d V n i: z;;;;;;;
185760;2879;19;z;;Sudanese;s u: d V n i: z;;;;;;;
188640;3119;20;b;;backed;b { k t;;;;;;;
191760;3359;20;{;;backed;b { k t;;;;;;;
195120;3359;20;t;;backed;b { k t;;;;;;;
198480;1919;21;R;;rebels;R E b V l z;;;;;;;
200400;959;21;E;;rebels;R E b V l z;;;;;;;
201360;1439;21;b;;rebels;R E b V l z;;;;;;;
202800;719;21;V;;rebels;R E b V l z;;;;;;;
203520;3839;21;l;;rebels;R E b V l z;;;;;;;
207360;3119;21;z;;rebels;R E b V l z;;;;;;;
210480;6959;-1;<p:>;;;;;;;;;;
217440;959;22;D;;the;D V;;;;;;;
218400;959;22;V;;the;D V;;;;;;;
219360;3119;23;s;;civil;s I v V l;;;;;;;
222480;1199;23;I;;civil;s I v V l;;;;;;;
223680;1439;23;v;;civil;s I v V l;;;;;;;
225120;719;23;V;;civil;s I v V l;;;;;;;
225840;959;23;l;;civil;s I v V l;;;;;;;
226800;4799;24;w;;war;w O: R;;;;;;;
231600;1919;24;O:;;war;w O: R;;;;;;;
233520;2639;24;R;;war;w O: R;;;;;;;
236160;1439;25;?;;ended;E n d V d;;;;;;;
237600;1919;25;E;;ended;E n d V d;;;;;;;
239520;959;25;n;;ended;E n d V d;;;;;;;
240480;1199;25;d;;ended;E n d V d;;;;;;;
241680;719;25;V;;ended;E n d V d;;;;;;;
242400;1199;25;d;;ended;E n d V d;;;;;;;
243600;2159;26;I;;in;I n;;;;;;;
245760;1439;26;n;;in;I n;;;;;;;
247200;719;27;w;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
247920;719;27;V;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
248640;719;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
249360;719;27;T;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
250080;2159;27;aU;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
252240;2399;27;z;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
254640;1199;27;V;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
255840;1199;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
257040;959;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
258000;719;27;I;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
258720;719;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
259440;719;27;h;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
260160;719;27;V;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
260880;719;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
261600;2159;27;d;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
263760;719;27;R;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
264480;719;27;V;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
265200;719;27;d;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
265920;719;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
266640;1439;27;V;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
268080;719;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
268800;719;27;E;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
269520;959;27;4;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
270480;959;27;i:;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
271440;719;27;Q;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
272160;1439;27;n;;one-thousand-ninehundredninetyone;w V n T aU z V n d n I n h V n d R V d n V n E t i: Q n;;;;;;;
273600;5999;-1;<p:>;;;;;;;;;;
279600;1439;28;O:;;although;O: l D @U;;;;;;;
281040;959;28;l;;although;O: l D @U;;;;;;;
282000;959;28;D;;although;O: l D @U;;;;;;;
282960;2519;28;@U;;although;O: l D @U;;;;;;;
285480;2039;29;R;;rebel;R E b V l;;;;;;;
287520;1199;29;E;;rebel;R E b V l;;;;;;;
288720;1679;29;b;;rebel;R E b V l;;;;;;;
290400;719;29;V;;rebel;R E b V l;;;;;;;
291120;719;29;l;;rebel;R E b V l;;;;;;;
291840;3599;30;T;;threats;T R E t s;;;;;;;
295440;1679;30;R;;threats;T R E t s;;;;;;;
297120;2639;30;E;;threats;T R E t s;;;;;;;
299760;1199;30;t;;threats;T R E t s;;;;;;;
300960;1199;30;s;;threats;T R E t s;;;;;;;
302160;959;31;h;;had;h { d;;;;;;;
303120;959;31;{;;had;h { d;;;;;;;
304080;1679;31;d;;had;h { d;;;;;;;
305760;1679;32;p;;persisted;p 3` s I s t V d;;;;;;;
307440;2159;32;3`;;persisted;p 3` s I s t V d;;;;;;;
309600;1439;32;s;;persisted;p 3` s I s t V d;;;;;;;
311040;1679;32;I;;persisted;p 3` s I s t V d;;;;;;;
312720;2159;32;s;;persisted;p 3` s I s t V d;;;;;;;
314880;1439;32;t;;persisted;p 3` s I s t V d;;;;;;;
316320;719;32;V;;persisted;p 3` s I s t V d;;;;;;;
317040;1919;32;d;;persisted;p 3` s I s t V d;;;;;;;
318960;959;33;b;;between;b I t w i: n;;;;;;;
319920;1199;33;I;;between;b I t w i: n;;;;;;;
321120;3119;33;t;;between;b I t w i: n;;;;;;;
324240;719;33;w;;between;b I t w i: n;;;;;;;
324960;1199;33;i:;;between;b I t w i: n;;;;;;;
326160;2399;33;n;;between;b I t w i: n;;;;;;;
328560;719;34;D;;then;D E n;;;;;;;
329280;4559;34;E;;then;D E n;;;;;;;
333840;1439;34;n;;then;D E n;;;;;;;
335280;2159;35;?;;and;V n d;;;;;;;
337440;719;35;V;;and;V n d;;;;;;;
338160;1679;35;n;;and;V n d;;;;;;;
339840;2159;36;t;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
342000;1919;36;u;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
343920;1439;36;T;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
345360;3359;36;aU;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
348720;1439;36;z;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
350160;719;36;V;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
350880;1199;36;n;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
352080;719;36;d;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
352800;5279;36;eI;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
358080;3119;36;t;;two-thousand-eight;t u: T aU z V n d eI t;;;;;;;
361200;21263;-1;<p:>;;;;;;;;;;
