Word,Duration,Surprisal
the,279.83333333333337,4.944174171289428
iplayer,879.5833333333335,19.352601696352135
version,429.79166666666663,19.352601696352135
had,169.875,15.033595068451708
1,0,15.141189121923217
@,0,6.292463142088986
",",0,5.376545073961932
@,0,5.969447281948668
467,0,14.453360671012764
@,0,19.352601696352135
",",0,5.376545073961932
@,0,5.969447281948668
220,0,14.453360671012764
views,489.8333333333333,19.352601696352135
",",0,13.02429560886424
making,269.7916666666667,9.852491135602818
it,129.91666666666666,9.862465167424212
the,279.83333333333337,9.925345214427407
most,299.875,8.12268178435976
popular,489.70833333333326,10.310907265025802
tv,399.83333333333337,19.352601696352135
show,309.9166666666667,12.857073843488772
on,149.91666666666666,11.78953364497036
iplayer,879.5833333333335,19.352601696352135
over,239.83333333333331,19.352601696352135
christmas,659.75,15.068106475858775
.,0,13.441344797995354
<e>,0,3.3358861354883906
