Word,Duration,Surprisal
howard,349.8333333333333,14.656271222376974
was,139.875,13.216919040482397
also,339.8333333333333,7.690311008013588
clutch,319.83333333333337,19.352601696352135
in,169.83333333333334,19.352601696352135
their,119.875,8.405374281056304
next,359.8333333333333,12.412183046187977
game,369.875,12.713901977947655
",",0,8.259491081017297
hitting,229.79166666666669,15.0462628789995
a,139.875,13.215987941161385
free,269.875,11.648694620918077
throw,469.875,11.706496018061188
with,119.875,19.352601696352135
a,139.875,5.727431052088374
less,329.875,12.841339698860473
than,199.875,9.077634098566595
one,209.875,10.600842114387302
second,364.79166666666663,15.104905834096146
remaining,454.70833333333326,19.352601696352135
to,109.91666666666666,15.027495689100377
beat,249.87500000000003,13.37298745551791
pitt,389.875,19.352601696352135
in,169.83333333333334,19.352601696352135
a,139.875,5.733895053254096
dramatic,529.6666666666666,12.478769619475765
finish,559.7916666666667,19.352601696352135
.,0,12.439441334892786
<e>,0,3.3358861354883906
