Word,Duration,Surprisal
the,149.83333333333334,4.944174171289428
new,69.91666666666667,8.041465425984006
viii,359.79166666666663,19.352601696352135
corps,419.8333333333333,15.022822918459687
",",0,10.982064483420436
under,169.83333333333334,10.753481129771652
the,149.83333333333334,7.270175577002339
overall,439.74999999999994,12.268359239555394
command,399.75,13.442619578597117
of,299.75,9.601986673460695
édouard,449.74999999999994,19.352601696352135
mortier,579.75,19.352601696352135
",",0,19.352601696352135
included,509.6666666666666,13.280728132636522
three,279.875,14.037654191223039
infantry,469.66666666666663,13.479759216153795
divisions,649.6666666666666,12.328847508827154
and,109.875,12.854370607421927
a,29.958333333333332,6.484541587301458
division,419.70833333333326,13.648694620918077
of,299.75,10.715082553171788
cavalry,579.7083333333333,19.352601696352135
(,0,19.352601696352135
see,259.9166666666667,10.9395608499534
order,269.8333333333333,19.352601696352135
of,299.75,9.693788079089273
battle,329.7916666666667,12.827844704091568
below,449.83333333333337,19.352601696352135
),0,12.325716260643214
.,0,5.25258051221011
<e>,0,3.3358861354883906
