Word,Duration,Surprisal
manila,954.5000000000002,19.352601696352135
is,139.91666666666666,19.352601696352135
also,339.8333333333333,8.01758275046308
the,359.5833333333333,9.874653541573517
site,309.875,9.630285402374675
of,199.83333333333334,9.804109504318301
the,359.5833333333333,2.838074562192145
philippine,559.7083333333333,15.0053248337216
general,349.74999999999994,19.352601696352135
hospital,1199.3333333333333,13.716626574767607
",",0,10.89670000533725
the,359.5833333333333,4.397725533106866
tertiary,439.79166666666663,14.782932412385152
state,549.8333333333334,19.352601696352135
@,0,11.590438196798052
-,0,2.7299556975720565
@,0,2.307796523038014
owned,549.875,11.868398170291607
hospital,1199.3333333333333,19.352601696352135
administered,619.5833333333334,19.352601696352135
and,129.91666666666666,19.352601696352135
operated,529.7083333333333,13.669967682283959
by,109.91666666666667,11.118162430063126
the,359.5833333333333,4.767956888735138
university,739.5833333333335,9.476545168393567
of,199.83333333333334,8.334788963273205
the,359.5833333333333,2.838074562192145
philippines,604.6666666666666,13.0053248337216
manila,954.5000000000002,19.352601696352135
.,0,15.022757912187137
<e>,0,3.3358861354883906
