Word,Duration,Surprisal
kershaw,469.83333333333337,19.352601696352135
's,0,19.352601696352135
streak,799.5833333333334,15.297937228859075
was,379.875,19.352601696352135
",",0,10.69031100801359
at,119.91666666666666,8.975873551108101
the,169.83333333333334,4.565655924762827
time,469.875,8.524198143984984
",",0,7.257763300089928
tied,299.875,14.560836051829256
for,139.91666666666666,12.024382190913501
the,169.83333333333334,4.437004424900747
fifteenth,614.7083333333334,14.268359239555394
longest,434.70833333333326,19.352601696352135
scoreless,479.7083333333333,19.352601696352135
inning,229.83333333333331,15.02288792180326
streak,799.5833333333334,19.352601696352135
in,159.91666666666666,14.438748543359493
mlb,399.74999999999994,13.597393053349235
history,529.75,14.023386183491667
.,0,9.145129396861151
<e>,0,3.3358861354883906
