Word,Duration,Surprisal
the,419.66666666666663,4.944174171289428
selectivity,749.5833333333334,16.590287334442756
of,159.83333333333334,15.022649561889988
some,489.75,10.915307545341905
hydroxylations,1109.4166666666667,19.352601696352135
may,159.91666666666666,19.352601696352135
be,119.91666666666666,7.91291041454949
drastically,659.625,15.124181907626532
improved,459.70833333333326,19.352601696352135
in,519.8333333333334,14.439809245124595
some,489.75,9.607446718013158
cases,629.7916666666667,11.53683844954022
with,169.875,14.025117928613415
the,419.66666666666663,4.824259240476247
addition,449.75,12.46100431749779
of,159.83333333333334,10.744532004921185
coordinating,649.5416666666667,15.915307545341905
groups,289.7916666666667,19.352601696352135
alpha,429.79166666666663,19.352601696352135
to,139.91666666666666,19.352601696352135
the,419.66666666666663,4.139607449003943
oxaziridine,769.5416666666667,19.352601696352135
ring,319.875,19.352601696352135
as,119.91666666666667,14.439506267045774
oxaziridines,1779.4999999999998,19.352601696352135
3b,39.958333333333336,19.352601696352135
and,129.91666666666666,19.352601696352135
3c,149.95833333333334,19.352601696352135
in,519.8333333333334,19.352601696352135
the,419.66666666666663,3.240696558543692
table,369.79166666666663,12.683396738834237
above,439.8333333333333,19.352601696352135
.,0,12.858736519342003
<e>,0,3.3358861354883906
