Word,Duration,Surprisal
when,99.875,9.78590650279357
the,289.74999999999994,7.0593522764337076
war,469.74999999999994,9.168222568269945
began,409.7916666666667,12.881984890397224
turning,349.79166666666663,15.046207448373261
in,109.91666666666666,14.439549553524246
favour,379.79166666666663,12.243756098734531
of,69.91666666666667,11.563846261733593
the,289.74999999999994,2.838074562192145
allies,539.8333333333334,13.268359239555394
",",0,14.438531977761585
the,289.74999999999994,4.397725533106866
commission,439.70833333333326,13.0053248337216
was,199.875,13.025507284960026
able,239.83333333333337,9.833268961855632
to,119.91666666666666,7.54682980804733
begin,309.79166666666663,10.812272501043429
restoring,499.6666666666666,19.352601696352135
its,179.875,19.352601696352135
first,349.8333333333333,9.059815571677007
world,279.8333333333333,10.49693527752454
war,469.74999999999994,7.640234332731635
cemeteries,789.625,19.352601696352135
and,79.91666666666667,15.022562875792959
memorials,749.625,15.839892683726273
.,0,15.022714573044759
<e>,0,3.3358861354883906
